review;score
Emin Alper son yılların en iyi yönetmenlerinden biri. Daha önce Kızkardeşler filmini çok beğenmiştim. Filmin başlangıcı ve finali çarpıcı. Çekimleriyle ve temasıyla muhteşem bir film. Oyuncular da çok başarılı. Eğer sadece eğlenmek için film izliyorsanız size hitap etmez.;5,0
Büyük bir hevesle gittiğim film, hayal kırıklığı ile sonuçlandı. Sıkıcı ve amaçsız bir film. Vermek istediği bir mesaj yok;0,5
İstanbul Forum sinemasında bu filmi 17.12 2022 tarihinde izledim izlediğime izleyeceğime her türlü pişman oldum bir tiyatro yönetmeni olarak filmde hiçbir şeyi anlatmayayım amaçsız bir olgu uğruna beni meşgul eden sevgili yönetmen meslektaşıma sevgilerimi iletiyorum anladınız siz beş para etmez bir film sakın gitmeyin zaten yakında TV'ye düşer ya da internete düşer oradan izlersiniz eğer izleyeceksiniz;1,0
Berbat bir film sonu yok gidin çizmeli kedi izleyin daha mantıklıdır bundan - yıldız olsa o bile fazla gerçekten;1,0
Film tek kelimeyle muhteşemdi ,emeği geçen herkesin o kocaman yüreklerine sağlık diliyorum...Üllkemizin gerçeklerini tokat gibi yüzümüze vuruyor.Bittiğinde ise gerçekten aydın, iyi ve farkında olan insanların zihinlerinde ve kalplerinde iyileşebilmek için ve ülkemizi iyileştirebilmek için yanması gereken bir kutu kibriti ateşliyor...Diğerleri içinse bir nebze ar duygusu oluşturmuş olmalı.Umuyorum...Bir hayvanın leşine kıyamayan ruhun, canavara dönüşmüş insancıkların akan salyalarıyla kovalanıyor olması gerçeği, kötü ruhları rahatsız etmiş olmalı.Kötü olmanın bedeli olan tokadı bu filmle yemiş olmalılar, ar duymalılar..Bir filmden, bir sanatçıdan beklentimiz nedir bizim? Gerçekleri yüzlere vurması değil midir? Kendimizle yüzleşmemiz değil midir isteğimiz? Bana göre gerçek sanatçılar bu dünyada tanrının elçileridir.Onlar insanlığı doğruya, güzelliğe ,dürüstlüğe, insanca ve barış içinde yaşamaya yöneltirler hayata gelme amaçları budur...Eleştirirler ve gerekirse tokat da atıp kendimize gelmemizi sağlarlar.Ve bu uğurda o cesur yürekleri hedef de olur ve bu elçilerin sayıları çok değildir.Bu filmin ve bana göre &elçi& &Emin Alper& in ve tüm ekibinin kıymetinin bilinmesini tüm kalbimle umuyorum...;5,0
İzlediğim en iyi yerli dizi. Görselinden anlatmaya çalıştığı mesaja kadar çok iyiydi. Kasaba Türkiye'nin küçük versiyonu gibiydi. Beğenmeyenler aksiyon filmi bekleyip gitmiş hehalde.;5,0
Bir film bu kadar mı özenilmeden çekilir. En azından bir hukukçu ve emniyetten bir danışman kullanılsaydı. Bu devirde bıyıklı üniformalı polis mi olur. Bir savcı böyle basit hatalar yapacak kadar cahil olamaz... Verilen emeğe yazık.;1,0
Uzun zamandır, bir film bittikten sonra oturduğum yerde çakılı kaldığımı hatırlamıyorum. Bu film bana bu anı tekrar yaşattı.;5,0
sinemaya verdiğim para değilde 2 saatimin çöpe gitmesi koydu bir kere mimik oynatamadım izlemeyin vaktinize yazık olur;1,0
Hayatımda izlediğim en kötü filmlerden bir tanesiydi diyebilirim. Oyunculuklarda senaryo da çok vasattı👎🏻;0,5
Gerçekten bu ekipten bekmedigim bir performans olmuş bir sahnesinde dahi gulemedik ilk yarıda cikicaktik ama belki ikinci yarıda olur birşeyler dedik ama malesef;0,5
ÇOKKK ÇOKKK ÇOKK KÖTÜ VERDİĞİM PARAYA DEĞİL BOŞA GEÇEN 2 SATİME ÜZÜLÜYORUM. FİLM AŞIRI ÇIPLAKLIK VE CİNSELLİK İÇERİYOR REZALET BU EKİPTEN BUKADAR KÖTÜSÜNÜ BEKLEMEZDİK !!!;1,0
İnanılmaz kötüydü,sürekli küfür,sürekli bel altı,bi karının tahrik oluşunu açık açık izletiyorlar,siyasi mesajlar bilmem ne. Biz film izlemeye bunlar için mi geliyoruz ya ? Özellikle bunlara mı gülmemiz gerekiyor ? Serinin en beter filmiydi. İzlediğim en kötü filmler sıralamasına da girer. Ne edep kaldı ne haya. Sinemada bir düzine 13+ çocuk var ve bu filmin 13+ olma şansı yok.Yazık ki bu çocuklar bunları izliyor .18+ dır kesinlikle , gerçi bunu kim önemsiyor ki artık. Üzücü olaylar çok üzücü.;0,5
Filmde çok fazla gereksiz sahne ve doğal olarak birçok mantık hatası vardı. Sıkılmadan zaman geçti ancak nitelik olarak bu oyunculardan beklenenin altında kalan bir film. Kötü.;1,5
Bu ekipten bu kadar berbat bi film çıkması üzdü Zaman kaybından başka bir şey değil Komedi diye gidip hiç gülmediğim ve salondan da gülme sesi duymadığım berbat bir filmdi;0,5
Gerçekten vasat bir film olmuş kesinlikle +18 olarak belirtilmeliydi. Bu kadrodan böyle bir film beklemezdim.;0,5
bence gayet konusu ve esprileri güzeldi ben beğendim imbdsi 7yi hakediyor diye düsünüyor en cokta deli hikmette güldüm :D cok iyiydi;5,0
Berbat ... Zaman kaybı .... Ucuz bir film ... Hatta film bile yok ortada daha sinemada izlerken yazıyorum ki gitmeyin gişe yapmasın ki böyle film yapmasinlar vizyonsuz senaristler. ...;0,5
sinema kültürü gitikçe tükenen ülkemizde dijital mecraların çoğalmasına rağmen ben çakallarla dans 6 filmine gitim merak ettiğimden keşke gitmeseydim içimde hep bir merak olarak kalması çok daha iyi olurdu;1,5
filmin ilk yarısında hiç bir şey yoktu dedim ne zaman çakallık yapacak bunlar, son 15dk hareketlendi, anca müzikle şişirilmiş bir film, eğerki konununuz yoksa yapmayın kardeşim seriye devam etmeyin yazık günah verdiğimiz paraya mı acıyalım yoksa zamanımıza mı, tek olumlu yanı sinemaya eşimle gittim sadece ikimiz vardık salonu kapatmış gibi oldum onun havasını attım :);0,5
2 yıldız, ama sadece kadroyu sevdiğim için. Onun dışında senaryo berbat. Filmden beklentim yüksekti ancak hayal kırıklığı oldu tavsiye etmiyorum.;2,0
Berbat bir film ilk yarıda salondan çıktık kesinlikle komik tek bir sahnesi bile yok verilen parayada yazık;0,5
Arkadaşlar filmi izledim normalde 0.5 yıldız vericektim ama oyuncu kadrosundan 1 puan ekledim.Öncelikle filmde küfür olmasa hiçbir şekilde komiklik falan yok ve saçma ötesi film bunun yerine Vahşi Gece filmine gidicektim arkadaşlar ısrar etti o yüzden buna geldim.yani gelmenizi tavsiye etmiyeceğim bir film zaten 5-10 gün sonra kaçağı çıkar ve saçma yani komikte değil harbiden saçma bir film olmuş gitmeyin;1,5
Filmi beğenmeyen aradığı heyecanı bulamayan herkese söyleyeceğim şu ki 15 yaşında gencliğinin baharında şehit edilen bir çocuk ile hayatını mesleğine adamış yaşamamış yaşatmış bir asker ne yaşamış olabilir o yaşlarına kadar? Nasıl bir aksiyon ya da nasıl bir heyecan bekliyordunuz? Yapılan bu film abartıdan uzak yaşanılan hayatı net temiz şekilde ortaya koyan bir film. Ne bizi duygu olarak ağır drama sürüklemek zorunda ne de savaş filmlerinde ki gibi aksiyon dolu sahneler olmak zorunda. Onların hayatı buydu ve o şekilde hatıra bırakıldı. Kimsenin beklentisini karşılamak zorunda değiller. Bu film kurgu değil ki daha Baska hissettirsin. Onların acısını onların yarım kalmış hayatlarını kalbinde hisseden herkesi derinden etkileyen bir yapıt. Ne kurgu hayatlar ne de gerceklikten uzak sahneler yok. Önemli olan ereni ve Ferhat başçavuşu bilmek anlamak hayatlarını ne şartlarda sürdürmüşler farkına varmak. Anısını tazelemek. Unuttuğumuz her bir değeri yeniden anlamak. Bir kez daha onların varlığını hissetmek. Bizim haberimiz yokken ne hayatlar yaşanıyor ve bitiyor görmek. Bu ülkeye kanını sermiş bu şehitleri yakından tanımak. Perde arkasını bilmek haberlerde izledğimizden çok. İşte bu yüzden bizi bu filmle buluşturan herkese sonsuz teşekkürler. Gözümüz yaşlı kalbimiz yorgun ayrıldık sonunda. Allah yakınlarına sabır versin... Heyecan ve aksiyon arayan başka filmlere bilet alsın. Bu film o filmlerden değil.;5,0
Tek kelimeyle harikaydı,severek, ağlayarak izledim.Çok kaliteli bir flim olmuş.Gerçek hayatları anlatması ayrı güzel. emeği geçen herkese teşekkürler.🙏 İyiki varsın Eren❤️;5,0
cok duygusallık var set gayet güzel ve gercekten sanki gercek olay gibi iyiki varsın eren iyiki varsın eren iyiki varsın eren;5,0
Film tek kelimeyle muhteşemdi Tavsiye ederim gidebilirsiniz harika [spoiler][/spoiler] İYİKİ VARSIN ERRN;5,0
Gerçekten bu kadar mükemmel bir film beklemiyordum filmin sonlarına kadar bir iki tane sevmediğim yeri olsada film finaliyle öyle bir çarptıki o Erenin vurulma anı ve sonrasında çıkan görüntülerde o kadar ağladımki her şeyi ile mükemmel bir film. Eren iyi ki varsın... son olarakta Eren gibi bir kahramanın filminin çekilmesi zoruna giden vatan hainlerine vatanını milletini sevmeyen insanlara bu filmi bir duygu sömürüsü olarak gören s*k kafalılara bir şey demek istiyorum ne ara bu kadar vicdansız oldunuz Eren gibi birinin filmi çekilmiyecekte salak salak insanların mı filmi çekilcek? Noldu zorunuzamı gitti??? Bir kere eğer duygu sömürüsü yapıcak olsalar Ferhat Gediğin ağlayan çocuklarını geride bıraktığı karısını gösterirlerdi Eren'in ağlayan annesini geride bıraktığı 10 kardeşini gösterirlerdi. Son olarakta bu film küçük bir çocuğun üzerinden yapılan bir prim değil sizin bu filmi eleştirmek bahanesiyle Ereni kötülemeniz prim yazıklar olsun hepinize...;5,0
Bir Hollywood fimi değil.ama bence harika.bizden bir film.beğenmeyen ne amaçlı gitti bilinmez ama gayet iyi anlatılmış.;4,5
Çok duygusal güzel bir film olmuş. Oyuncularda hakkını vermiş. İzlenmesi gereken bir film, tavsiye ederim.;5,0
Şimdi sinemadan çıktım ailecek göz yaşlarımızı hala tutamıyoruz. Sanki oradaymışım gibi yaşadım filmi resmen. Biz çok beğendik çok etkilendik. Rabbim tüm şehitlerimizin, Ferhat astsubay ve Eren kardeşimin makamını cenneti-alâ eylesin. Mazlumların ciğerlerini yakanlara dünyada ve ahirette gün yüzü göstermesin Amin;5,0
Gidip izlenilmesini tavsiye ederim finalde gözyaşlarıma hakim olamadım beklentimin üstünde güzel bi film iyiki varsın eren iyiki varsın ferhat başçavuşum;5,0
Film duygusal bir film, kurşun detayı için geçirilen zaman Ferhat Gedik veya Eren için harcansa daha iyi olurdu. Ses mükemmeldi. kesinlikle izlenmeli;5,0
süper duygusal ağladık ağllatı allah ailerine sabır versin #iykivarsıneren #ereniyikivarsın #İyiKiVarsınEren #iyikivarsinFerhatGedik #İyikiDoğdunEren;5,0
Film son derece güzel ve akiciydi mutlaka filme gidilmesinden yanayim. Öyle hingur hüngür aglamakla bir film degil. Yalniz turk sinemasi izlemeyip iran filmlerine asik biri olarak ben filme 10 uzerinden 9.1 verdim bile. Filmi karalamaya calisanlara gelince. Turkiye çapulcuları iyi tanir diyorum itibar etmeyin o ve hazimsiz yorumlara.;5,0
Maalesef hayal kırıklığı yaşadım. Filme giderken gerçekten gözlerim yaşlı idi ancak filmde duygu namına en ufak bir belirti olmadı bende, Naim, Müslüm, Ayla filmleri gibi bir performans beklerken oldukça kötü bir film özledik ve ayrıldık salondan.;2,0
İlk olarak şunu söyleyeyim fragmanq aldanarak gittim. Böyle güzel bi konuyu okadar yüzeysel ve okadar eylemsiz anlatmislarki hayal kırıklığı. Elin yabancilarinda olsa bu konu Oscar a aday olur ..;2,0
İyi ki varsın Eren Daha önce çekilen belgeselini izledim. Böyle rezil bir filim olmamalıydı. Yarısına kadar sabrettim. Mustafa Uslu eski bir askerdir bu filim o böyle çekti ise Türk sinemasına yazık olmuş. Bana duygu veren bir sahne olmadı. İnsanların dramı üzerinden filim çekmeyi bırakın bence. 5 dakikalık belgesel daha etkili. Eren'e ve Ferhat Astsubaya saygımız sonsuz amaç anılarını yaşatmaksa tamam ama amaç para kazanmaksa yorumsuz gerçekler ortada.;0,5
Ali sürmeli ile tren sahnesini oynayan bıyıklı genç geleceğini çok parlak görüyorum. Yolun açık olsun. Araştırdığım kadarıyla adı cihat ardıç inş iyi projelede görürüz seni. Filme gelecek olursak, bazı bilinen yanlışların düzeltilmesi açısından müthiş bir proje olmuş. Tebrik ederim;5,0
izlemizi tavsiye ederim. Gunumuzde Bazi yanlis bilgilerin doğru sekilde işlendiği, gecmisteki yaşantıları olduğu gibi anlatmışlar. Emeği geçen herkese şükranlarımı sunuyorum;5,0
Neden hiç bir sinemada vizyonda değil anlamıyorum. Film yapılmış ama izleyemiyorum. Mantıksız buluyorum;5,0
O kadar saçma sapan filmlere yer bulup Elif Ana filmini göstermeyen şu sinema salonlarını anlamıyorum,konu Alevilik olduğu içinmi rahatsız oluyprsunuzda gösterime almıyorsunuz;0,5
İzlemenizi şiddetle tavsiye ederim. Çok duygusal sahneler mevcut. Tüyler diken diken oluyor. Bu sanatçılar sanki o kahramanların içinden çıkmış gibi canlandırmışlar.... Gözler doluyor. Çok güzel manevi dersler veriyor. Hakikati sunuyor.;5,0
Mutlaka bakmanız lazım, tavsiye ederim, çok güzeldi👍🏼🪬. Emekleri geçen herkesten, çok teşekkür ederim.;5,0
İzlemek istiyorum ama hiç bir sinemada vizyonda değil neden böyle bir şey yapılıyor anlamadım bir açıklaması olmalı günlerdir seanslara girecek diye aramaktan bıktım;0,5
İzmitde oynatilmadi izleyemedik. Filmin yapımcıları neden ilgilenmiyor bu konuda ,film izleyiciyle bulusamiyorki...neden acaba art niyetmi var yoksa?;0,5
Öğretmenlerin talebi üzerine bir seanslık bir gösterim oldu. Sonradan öğrendim ki aslında başka seansları yok. Çok yazık. Yüzleşmeye götüren bu tarz eserlere sahip çıkmadan toparlanamayız. Atatürk sahnesindeki mesaj çok kritikti. Tabii anlayabilmek için Dersim olaylarına da vakıf olmak gerekir. Müthiş bir incelikle işlenmiş. Meczubun &Yazıktır, yapmayın& ifadesi ve sahnenin sonrasında benzer bir şekilde Dersim kızları için canlandırılması ancak sanatın işaret eden, gösteren gücü ile mümkündür. Bu filmi yapan ve oynayan, çalışan ya da bir şekilde katkıda bulunan herkes çok cesur. Emeğinize sağlık;5,0
Herkezin izlemesi gereken bir filmdi, cok guzel ve anlamliydi.. mustafa kemal sahnesi yapmacik olsada filmin her bir bolumu anlamliydi;5,0
Çok ama çok saçmaydı. Türkiye Cumhuriyeti askerini ve devletini kötülemekten başka bişey değildi....;0,5
Semah sahneleri- kerametler- maraş olayları - 4 kapı 40 makam - Dara kaldırma ritüeli - Doğa ve canlı sevgisi… Kuzuyu kendi sütüyle emzirişi… tüylerim diken diken oldu…;5,0
&İyilik iyidir.& &Can veririz can almayız biz canız.& Bu film Türkiye'de bir ilktir. Sinemada yapılmış bir devrimin devamıdır.;5,0
Film Alevi değer yargıları için önemli bir adım olmuş. Ayrıca günümüz de kadına verilen değeri gösterme açısından da değerli bir film olmuştur. Emeği geçen herkesi Tebrik ederim .;5,0
Toplumsallaşma ve kardeşleşme sorunlarıyla boğuşmuş, acının ve dramların dinmedigi Anadolu'dan 1915-1980 trajik yaşantıları muhteşem bir kadro ve görsellikle anlatmış.. Teşekkürler Kazım Öz;5,0
Boşa harcanmış 2 buçuk saat, bitse de gitsek dediğim bir film. Kopuk kopuk sahneler, kötü bir kurgu, senaryo deseniz basit ötesi. Ferah ın oyunculuğu özensiz, role çalışılmamış tam olarak Bergen gibi değil kendi gibi oynamış. Televizyon da çıkmasını bekleyin bulaşık yıkarken izlersiniz derim, paranıza da zamanınıza da yazık.;1,5
Bir film izlerken, diğer sahneyi tahmin edip bu konuda hep aynı sahnelerin çıkacağını görmek cidden sinir bozuyor, bir sonraki seansta batman izledim orada sahnelerin tahmin edilemez oluşu çok hoşuma gitti. Lütfen film yaparken tamam bütçeniz az olaibilir fakat daha iyi bir seneryo ile yapın şu işleri. Cidden olmamış;0,5
