Review;Score
Kraldan çok kralcı var (@ Dikmen in Ankara, Türkiye) https://t.co/nYklpPJsTj;Negative
Ruhumuzla bedenimizin arasına sıkışan eylemlerimiz var bizim.;Negative
"her gün bir gün daha kaybediyoruz.""";Negative
amını damını yurdunu sikiyim;Negative
Yine D&R da kendimi kaybettim;Negative
10 kızı birden idare eden ortalikta adamim diye gezme amk mali;Negative
Çinlilerin daha keşfetmedigini düşündüğüm en ala işkencedir bence tül ütülemek...;Negative
Gitmek kadar imkansız kalmak bana ızdırap;Negative
Solun spesifik yukselisi para baronlarinin para musluklarini kismasindandir.Yoksa kendileri dahi iktidar beklemiyorlardi..;Negative
Susmaktan başka bir şeyim yoksa, benim konuşmam küstahlık olmaz mı?;Negative
Çok aciyo be harbiden cok aciyo cok cok;Negative
Kimse istemedği bir şeye zorlanmaz;Negative
Kul ölümü unutur ,ama ölüm kulu unutmaz...;Negative
Sefaköyün köpegi bitmez zaten ...;Negative
Her gün bir gün daha kaybediyoruz.;Negative
Yıpratılmış kadınları sevmek lazımdı belki de, şımartılmışları değil.;Negative
Sevgilisi olanlar tweet atmasın hatta twitter'a girmesin burası yalnızlarin yeri.;Negative
Bidaha değişik tatlar denersem vurun beni.;Negative
Torbacilarin içine düştük amk (@ Esenyurt in İstanbul, Türkiye) https://t.co/Of6hYXYWfE;Negative
Boşverdim artık tüm gülüşümlerimi ?? http://t.co/hjC4dN6TPt;Negative
Kollarımı ve bacaklarımı hissetmiyorum yea .s;Negative
zira eboue engin gokhan gibi para alip bosta duran isimler hala takimda yonetim becerisi isi bos cikti. aysali elestirmek kolay sonuc nerde.;Negative
Hiç alışamadım gülmeye,;Negative
Hüzün vicdanıma daha uygun.;Negative
"Valla bende herkes yaşıyo diye yaşıyorum.""";Negative
Simayı vuracağım ????;Negative
Sadece sıkılan ben miyim ?;Negative
Evet.Sizden çirkin kişilerin de sevgilileri olabiliyor.Hani bazı insanlar içe bakıyor ya ondan.;Negative
Kötü söz söyleyeni rezil eder kime söylemişse onuda vezir eder vesselam;Negative
Iki adimlik yere gelemedin bi ömur bnmle nasil olcakkk >,<;Negative
Ah yalan dünya...;Negative
Gecen sene bugun Singapur'da kaybolmuştuk. Hayat cok garip.;Negative
Ne zamanki annemle konuşsak mevzu dönüp dolaşıp evliliğe geliyor ??;Negative
Ben aptal mal kelimesini çok kullanırım ama sebdigimden ama sana cidden aptalsın dersen artık sana yapcak bişey yok ??????;Negative
telefonumla sarj makinem bir birine çok sıkı bağlanmışlar kimse ayıramıyo;Negative
Sömestr pek kesmedi, bir an önce yaz tatili gelsin ? http://t.co/F4UzkX6RYt;Negative
Yanlıs tivik atıyorum neden;Negative
İnsanı yıkan inanmak değil ki , inanamamak ...;Negative
Ne demek internet paketim bitiyor?;Negative
Bir kadını az sevmekle çok sevmek arasında gidip geliyordum.Hiç sevmemeye karar verdim;Negative
Keşke tatilde Sakarya'ya gidecek olsaydım özledim çünkü ve sıkıldım burdan;Negative
"''Geçtim ben herşeyden, vazgeçtim. Bir gülüşün kaldı, bir de çekip gidişin hafızamda.""";Negative
Bana mal demiş çok üzüldüm oysa sülük gibi yapışan biri için marjinal bişi beklerdim kişiliğinin hakkını vermedin;Negative
Ben gidiyom bay vikingler ve gangsterler. Sizede bay normal yaratıklar. ??;Negative
Ne halt yediğin belli deil.;Negative
Onu bunu boşverde bizim sonumuz ne olucak böyle ?;Negative
Bırakın aşk acısını siz yanık acısı nedir bilir misiniz ??;Negative
Geçen sene bu zamanlar Şili'deydim. Şimdi Şile'deyim ?????? Hayat garip.;Negative
İçmediğim şeyin lafını niye yapıyon amk ??;Negative
Uyumsuzum ve kontrol edemiyorum.;Negative
Yine sana sövüyor, yina sana susuyorum;Negative
Ya beni bi okuyup üfleyin;Negative
uyumak istiyorum ????;Negative
Karar verdim bu zamana kadar boş insanlarla çok oyalanmisim.;Negative
Aman o üzülmesin aman bu kırılmasın diye paramparça olduk.;Negative
Kış günü düğün mü olur aq hiç işim yok bide düğüne gitcem ok ok.;Negative
Artik eve ışınlanmak istiyorum sabahtan beri dışardayimm;Negative
Kendimden sıkıldım artik.;Negative
Yorgunum ve mala bağladım -.-;Negative
allam benim moral niye hep sıfır;Negative
Kaç kez aynı yerden öldürür hayat ?;Negative
Kaç kez kaybeder bir insan ?;Negative
Bekliyor bekliyor bekliyor;Negative
Babanem beni denizim parka götürmeye gelmiş bende bok varmış gibi alanyaya geldim;Negative
Ne demiş nazım hikmet, yürekli bir kadının başı yüreksiz bir adamın omzuna ağır gelir.;Negative
beşiktaşk yazmayin aq yanlis okuyoruz sjsjsjsjj;Negative
Beni merak etmeyeni ben hic etmem;Negative
Demek beni ellemeyi özledin piremses???? @EcemOzgececii http://t.co/bXFlnyOr7A;Negative
Yine uyuzlugun mu üstünde¿;Negative
Ettiğimiz israfların günahlarını affeyle Ya Rabbi ! İsrafın dibine vuruyoruz çünkü ::;Negative
Aybikeyi bi özlemişim bi özlemişim nasıl özlemişim öyle ??;Negative
Yok abi elektrik siz olmuyor.;Negative
Onun gökyüzünde benim yerim yoktu;Negative
"Kadınlar yanlış erkeğe aşık olur, Erkekler ise doğru kadına yanlış yapar. Nettir.""";Negative
Bizi üzen bok yesin.;Negative
Allaaam yıllar sonra kalp ritmimi değiştiren bi insan evladi var bu normal mi!?!?!?;Negative
Bu ne biçim Antalya havası;Negative
Çok midem bulanıyor şimdi otobüse kusucam;Negative
Dun gördüm otobüste giderken seni pek dusunceliydin (ironili);Negative
Nevşehire döneceğimi öğrenince yavuz.. ???????? @Mhsnkrmzgl http://t.co/MCiZRWixHQ;Negative
Keşke tipiniz değil de, karakteriniz evrim geçirse.;Negative
Dışarda uçan insanlar var aq;Negative
misafirin çocuğu 6 yaşında, şımarık, erkek, mesleğimi yapmak isteyen bir piç. saturday night horror.;Negative
Herkes bi çare olmuş gardaş la;Negative
Trafik bitmez (@ Ali Fuat Basgil) https://t.co/0tiEd8dpYe;Negative
kimse beni üzemez ben sadece kafama takar üzülürüm;Negative
";) bu ve ?? çok farklı anasını satıyım";Negative
İstanbul'a veda zamanı... (@ Kale Seyahat in İstanbul, Türkiye) http://t.co/G71gtC4CnG;Negative
Ah bu kara sevda alacak misun canumi;Negative
aslan burcu ibne olur derler ama sen bilirsin tabi karşim;Negative
Ben sigara dumanın altında, yana yana en sonunda kül oldum.;Negative
"Sen kibritin hiç yanmayan ucunda birinin hayatından geçmiş oldun. """;Negative
Daha dur daha durrr!;Negative
Zaten tadı da kalmadı o eski susmaların;Negative
"Sonuc olarak twitter instagram whatsapp bile hep can sıkıntısından. Zaten bu alem de ""can sıkıntısı"" mahsulu degil mi ?";Negative
Bıktım??;Negative
Bence yarın ortadan kaybol evren seni fark etmez ya ??;Negative
Bu şehirde trafiğin olmadığı bir güne denk gelmek bu kadar mı zor ya ??;Negative
Benim sakarlığıma bi alkış alayım : kulak yolunu delmişim amk, bildiğin delik. Sakarlığımın amk...;Negative
Tv programlarının yüzde doksanının tamamiyle saçmalık olması...;Negative
Çok hastayım :(( (@ İstanbul Şafak Hastanesi) https://t.co/1QqjvaZhZI;Negative
Açım,açım ey medeni ülkeler !!! Bizim insan haklarımız nerede ? ( Suriyeli küçük bir kız çocuğu);Negative
Buna ne diyeceksiniz ?!!!!!;Negative
Nasıl seviyorum belli değil...;Negative
Aslında en kötü şeydir, değer verdiğiniz insanın değiştiğini görmek.;Negative
Beyin için uyku diye bir olay söz konusu değil!..;Negative
Mesaj atin valla sıkıldım .s;Negative
Bi alo de gelmezsem gençliğim solsun ?;Negative
"Çirkin bayan yoktur ""bakımsız"" bayan vardır";Negative
Ya ben günahtır falan diye din derslerinde uyumuyordum. Ne küfürü¿;Negative
Paran varsa adamsın denilen yerden kaçtım.;Negative
Çok sıradan bi tatil daha aq;Negative
Vakit demir alma vaktidir dostlar, iyi bakin kendinize. (@ AŞTİ in Ankara, Türkiye) https://t.co/5uU9AhCQzR;Negative
Kaç kez kaybeder bi insan?;Negative
İnstagram da bi çocuk bana fotograflarini çok hoş nerde oturuyorsun yazmis bende koltukta dedim diye bütün fotog. begenmekten vazgecti :(((;Negative
Çok sevdiğim biri var haram bana;Negative
Arada bana geliyorlar ve o siniri birinden çıkaramazsam 3 gün yatak döşek depresyona giriyorum! O yüzden bana sakin ol demeyin;Negative
Bu da sana yeter. http://t.co/m4fb8bYaaS;Negative
Hiç yalnız bırakmaz anılar çünkü en çook mesafeyi severlerr??;Negative
Suratima telefonu kapatamazsin bn siratina kapatirim ok by '-';Negative
Bi sandalye, bank koymak kimsenin aklına gelmemiş mi arkadaş! (@ Lüleburgaz Otogarı in Kırklareli, Türkiye) https://t.co/C758PevjdY;Negative
Basketbolda olmasa bu hayat yaşanmaz amk;Negative
Çok abarttı çoook;Negative
2.ye ölüm tehlikesi geçirdim bi dahakine güme gidicem??;Negative
SA yorgunluktan iflahım sikildi;Negative
Düştük yine çaresiz iddanın yollarına;Negative
Ucuz malin alicisi cok olurmus??;Negative
Tek eğlencem balkonda sigara içmek;Negative
Niye bana unf yapıyonuz amciklar;Negative
Insanların çirkin diye attıkları fotoğraflara bakıyorum da..çirkin olmasalar nasıl çıkacaklar merak ediyorum.;Negative
Ben okuduğum kitabı bir daha okumam ...;Negative
Prensip meselesi .;Negative
çok yediğim zamanlar sofradan bu sekil kalkıyorum http://t.co/WiY8MXYWNB;Negative
Özlediğin birini görememek en kötüsü;Negative
Gelmezsen gelme ulaan :d;Negative
Böyle günlerce uyumak istiyorum .;Negative
Başkası için değişme;Negative
"Geçtim ben herşeyden, vazgeçtim. Bir gülüşün kaldı, bir de çekip gidişin hafızamda.""";Negative
Vefasiz Eksik Yarım (Ferhat göçer );Negative
Gülerken hepiniz benle gülüyorsunuz,ama ağlayınca neden ben tek ağlıyorum?¿;Negative
Insan gerçekten hayret ediyor.??;Negative
İyi gün dostları sizi.;Negative
bu sevdadan fayda yok geçirmişiz zamanı;Negative
Saçmalama tabikide sigara içen kız iticidir.;Negative
Yanlış yaptıysam doğrusu hoşuma gitmemiştir ??;Negative
Bazen oyle anlar olur ki zaman orda dursun istersin...;Negative
Bu işlerin amına koyayım. ?? (@ Tiger's Home ??) https://t.co/MwV4e3qd4O;Negative
"Tayyip 10 bininci kez ""Yeni Anayasa"" için oy istedi.";Negative
Sen kimsin ya?;Negative
İlker seni sessize aldım unf atmadım FAV felanda yok ayrıca bil istedim;Negative
Kizlar espiri yapmasin mk hayat duruyoo.;Negative
Kendini vazgeçilmez zanneden insanlardan vazgeçmek gibisi yok ????;Negative
Koca şehrin kalabalığı benim yalnızlığımla yarışıyor.;Negative
Kalıyo böyle boğazında ne yutkunuyosun ne konusabiliyorsun hiyip bitiriyor bu senii ve sense öylece duruyorsun;Negative
Ne kadar iğrenç bi gün hepiniz ölebilir mi;Negative
Hep eksik diyorum ya o bile az;Negative
Ömrümüzü yedin Antalyaspor (@ Meydan Polis Merkez Amirliği w/ @mrv9807) https://t.co/u9RyvyzjcV;Negative
Hoşçakal Isparta, 2 hafta sonra görüşmek üzere.. (@ Isparta Burdur Karayolu) https://t.co/STIG5pTd50;Negative
Kulağına kulaklık Takan Kul Aklandığını Sanıyor. Duyduğu Sesin Akışına Göre yaşayıp Kendi Kararlarını Verdiğini Sanıyor..;Negative
Sevdigim beye sahipli oldugu belli olsun diye tasma takmak isteyecek kadar kıskancım!;Negative
Ben kıskanmam, çıldırırım.;Negative
Bu kadar değersiz önemsizz hissetmemeliydim bugün kendimi ?? (@ Karadeniz Home O) https://t.co/bgw5U5dihi;Negative
kafama taktım ulan para biriktirip alcam gerekirse;Negative
Nerden aklıma geldiyse dilime takıldı ?? http://t.co/UNt400CW7P;Negative
Gençliğimin hayrı mı kalır kendi gider adı kalır;Negative
Bana soguksun diyorlar. Hayır. Sadece herkesle muhatap olmuyorum o kadar.;Negative
Her yer, her şey, herkes hep sen;Negative
yaşasınşeref sizlik;Negative
Hayırlısı B| (@ Dr. Necmettin Şeyhoğlu Stadyumu) https://t.co/VVBjhfUZnK;Negative
Ciğerimiz soluyor bazen aynı şarkıyı dinlemekten.;Negative
Bugün anormal şeyler oluyor;Negative
Dünya mı zor bünyem mi zayıf?;Negative
Sizin için başkasına çamur atan insan, başkası için de size çamur atar. Karakter meselesi.;Negative
Sistemin aşısı tutsaydı ,ruhunu fatiha okumaya hazırdı imamlar.;Negative
Annemle fotograf çekilmek kadar zor bişey olamaz arkadaş;Negative
Çünkü şiir zengin fahişelerin kalçasına ritim değil varoş çocukların beynine kan pompalıyo.;Negative
Ya sevgiizin amk siz hiç lolda 10 oyun üst üste bozgun alıdınız mı ?;Negative
Yeni kişiler lazım diye diye herkesi eskittin aq kızı;Negative
Seviyorsan triplerime katlanmalısın ??;Negative
"Tersini söyleme boşuna;umrunda olan böyle davranmaz,davranamaz.";Negative
Istanbula gidince ilk isim Fâtih te deli gibi alışveriş yapmak olcak.s;Negative
evveliyatını sikiyim;Negative
"""Duâların yerini hayaller aldığından beri zarardayız.""";Negative
Eski iş yerine dönünce sanki 4 büyüklere transfer olup da tutunamayıp tekrar anadolu kulubüne dönen futbolcular gibi hissediyorum;Negative
olmadığın halde;Negative
İsmin hala kalbimi kırıyor;Negative
Ulan nasıl kader var bende tam abimi ikna ettim dışarı çıkalm diye dedem emre arabayi al gel hastaneye gidelim diyo bahtsiz bedeviyim resmen;Negative
Yolbulan sessiz kalma dinle terbiyesizliği;Negative
Galatasarayın en büyük düşmanları içimizdeki Galatasaraylılar!;Negative
Ünal Aysal>>>>;Negative
Şehirleri güzel yapan dostluklarmis.Bu yuzden dünyanın en kötü sehrisin;Negative
mertten dayak yedim ses qes;Negative
Ne içiyosanız bırakın;Negative
benim hücrelerim aç;Negative
Sakinlik lazım sakin kalabilmek lazım nasıl yapcaz?;Negative
özlem sıçtım senama;Negative
şu dünyaya kendimizi bu kadar kaptırmayaydık iyiydi.;Negative
Açıklayın lan Josue neden kadroda yok @BursasporSk;Negative
Beni öldürmeyen Allah seni de güldürmesin o zaman;Negative
Sağlık Bakanlığı @MuezzinogluDR Bursa DOSAB kömürlü santralin halk sağlığına etkisi ile ilgili olumsuz görüş versin> http://t.co/AGJ7bDldBb;Negative
Psikolojisi düzgün insanları sevmiyorum ya;Negative
Whatsapl grubundaki kavga bitsin diye saçmalayan rumeysa .d;Negative
canımın sıkıntısı nasıl geçer;Negative
Hiç düşünmeden konuşan insanlara, hiç düşünmeden yazıp kalbini kırmak istiyorum ama kişiliğim buna uygun değil sorun orda.;Negative
"Daha dün arsız bela dinleyen kız bugün rap dinliyor, komik ;d";Negative
Twitter kullanmayan birisiyle arkadaş olmak istemiyorum. Beni hiç anlamıyorlar.;Negative
Özlediğin birini görememek çok koyar.;Negative
Çocuk bana yazsana.;Negative
Yanımdan geçen bu gölgeler benim değil;Negative
Bartu ile yediğimiz kazıkkkk;Negative
Süriyeye gelmiş gibi oldum kardeş;Negative
Kolay kolay vazgecemem bulmuşken;Negative
Tatlim feysi kullanmiyosan kapatsana diyo.Yeak ya boşuna mı laykladim ben binlerce düğün fotosunu??ben evlenmeden kapanmaz o feys??;Negative
"Sünger Bob : Patrick o bir sıfır.""";Negative
Kırıldığın yerden kıracaksın;Negative
Sow oynayaydı iyiydi.;Negative
Benim olanı kıskanırım 'diyemedim yala;Negative
Resmen boşluktayım, nasıl bir sıkıntıdır bu laaaaannn;Negative
Ve nihayet eve girebildim ??;Negative
İncirler olana kadar kalsaydın bari ?;Negative
Herkes mi burda olur?? (@ Cikolata Shop in Antalya w/ @wwweycel) https://t.co/ISkbrU66ZK;Negative
Ofofofoofofofofof;Negative
Adalet sarayı yazıyor bir de. Bir güldüm bir güldüm.. (@ Çağlayan in İstanbul, Türkiye) https://t.co/Xtb3gUO7gI;Negative
Annecim hiç tuzla şeker aynı kaba konur mu ? Karanlıkta hangisi tuz hangisi şeker nerden biliyim ben :( gitti güzelim çorba :(;Negative
ciğerini bildiğim insanların yaptığı davranışları izlerken KARIŞMICAM UYARMICAM diye kendime bağırıyorum ama tabiki karışıcam;Negative
"''Ne çok hüzün var sahi.. Sabahtan başlıyoruz hüzünlenmeye, koca gün yetmiyor; Ertesi güne devrediyoruz bazı hüzünleri.''??????";Negative
Mubistip'in lakabi HAYİM olsun bence. Yine coktu tipini sevdigim..........;Negative
İyi Günde Kötü Günde biz beraberiz,uçak rötar yapar biz bekleriz ???????? cagdassince1903 dgknbaysal @… http://t.co/fz5tSWsMEV;Negative
Olum bu benim hesabimi engelleyen 2. Hesap ne istiyosunuz la benden;Negative
Ölünmüyor mutsuzluktan, canlı ispatıyım ??;Negative
3 yıldır tapu sicilini öğrenemiyor olmamız da Nomer kürsüsünü üzdü????;Negative
Vergimizden Maaş alip yine vergi verene hakaret edildiği bir dönemdeyiz.adamin maaşini veriyoruz hakaret işitiyoruz..;Negative
Lodos, fırtına tabi elektrikler gitti, eskilere döndük ?? Yeniler bilmez bunu ?? @ Can's Home http://t.co/wIoqhRVYcL;Negative
Nenemin anneme muhteşem önerisi: Arjini doktora gösterin çok uyuyor bu çocuk;Negative
Bütün gün evde yatıp yorulabilen biriyim.;Negative
Git gide yaklaşıyorum uzaklara.;Negative
Son gun elveda kirmizi beyaz (@ Kirmizi Beyaz in Fatih) https://t.co/zbapqU7OLf;Negative
Birileri çeksin şu uzunun ipini yeter lan. Ne demek seçim konuşması. Ne demek siatem değişikliği. Hitler böyle geldi haberiniz olsun;Negative
Niye bu kadar kafamda kuruyorum;Negative
oturdum hangi boyutta haklı olduğunu düşünüyorum http://t.co/8wgvOrbGwL;Negative
Sende otur bi düşün.;Negative
Tyreese ölemez ?? #TheWalkingDead;Negative
Bi şu semayaaaaa durrrr desinnn :)@smnr_adymn;Negative
Herşeyimken hiçbişeyim olmayı başaran insanlar çok beceriklisiniz tebrikler .??;Negative
Habersiz geldiysen izinsiz gidemezsin o kadar(nokta);Negative
Ve bir tatil daha yanar;Negative
Ulan en sevdigim kadin oyuncu dibime kadar geliyor ve goremiyorum..;Negative
dudağımı yiye yiye dudaksız kalcam diye korkuyorum;Negative
Ulan İstanbul OO @ Mimar Sinan Teras Cafe http://t.co/T0xWjG5QjK;Negative
Bu da sana yeter şimdi kudur istediğin kadar. http://t.co/5nCEOpH7ku;Negative
tren olayı çok duygusal aq ya (@ Ankara Garı - @tcddemiryollari in Ankara, Türkiye) https://t.co/IkCXMrfmKu;Negative
Hayatta hiç bir şeyi planlama.. Hayatin zaten senin için planlari vardir..;Negative
"Çişini 5 dakika tut sonra işe. Al sana mutluluk.""";Negative
gs tekerlekli sandalye takimi sampiyonluklara bizi alistirirken biz onlarin paralarini odeyemiyorsak birileri kendilerini sorgulamali.;Negative
Hayalleri tecavüze uğramış bir grup insanız biz;Negative
+ Bizi neden kimse sevmiyor ?;Negative
- Çünkü bizim yüregimiz onların aşkına büyük geliyor ..;Negative
Eskiler özlenir ama tekrar yaşanmaz.;Negative
Amk atik su icon resimleri kaldirin yada gotunuzu indirin;Negative
Yürümeyi öğreneli moralim bozuk ...;Negative
Ben istedim ki, sol tarafında bana ait ufakta olsa bişiler olsun.;Negative
vay be ne gündü, hiçbir şey olmadı yine;Negative
Herşeyin üstüne cap ya da bere takarım ben sana ne?;Negative
Dibinizdeki insanların veremediği huzuru bazen en uzağınızdakiler verir.;Negative
bir daha istanbulda tantuni yiyen adanalı olsun o nasıl bir şeydi öyle bunlar adamı tantuniden soğutur;Negative
Internet ve wireless hizmeti vermeyen mekanlar siz kapatın ya valla çok geri kaldınız :-);Negative
"""Bir ihtimalken bile ne kadar güzelsin!""";Negative
Bir adamın adı cıkacagına bence canı çıksın ?;Negative
Gelinimiz ameliyat oldu. Dualarinza ihtiyaç. Var.. (@ Acıbadem Atakent Hastanesi - @acibademsaglik) https://t.co/tIPTFiwRfb;Negative
Kırılmak başka bişey.... Başkasının parçaladığı, batar her yerine..Çıkartırken de kanar! Kimseye bişey olmaz. Senin canın yanar!;Negative
Bütün yük benim omuzlarımda;Negative
Welcome to cehennem ?? (@ Bağcılar Meydan in İstanbul, Türkiye) https://t.co/KPYVzB5mFb;Negative
Bahçede ateş yakmış serefsizler;Negative
Seviyodun ya hani, yine rol yapsana;Negative
Moda da oturup keyfini çıkaramayan biri olarak söylüyorum. Moda çok güzel????;Negative
Gidemessin deme buralar dar geliyor bana ????;Negative
Yoruldum Allah'ım..;Negative
Bir mucize ??;Negative
İçimizde neler var boyle bir müzikle çalkalanan;Negative
Artik yatakta haraket ederken bile yoruluyorum;Negative
Kendimi nat geo wildde etrafını 5 aslan sarmıs zürafa kadar bosvermis hissediyorum;Negative
Kaybetmekten korktuğum ne varsa kaybettim ben..;Negative
Bi edebiyat fakültesinde bi forum istanbulda bide fatihin dar sokaklarında kaybolmaktan bıktım aq.;Negative
Omuru yedin omrumu http://t.co/fKdRX9tS0M;Negative
Hadi bakalımmm (at @SherlockAnkara in Ankara) https://t.co/pIdUSWXfVB http://t.co/hZhGBISffw;Negative
EKMEK CALAN COCUGA 10 YIL;Negative
HAPİS CEZASI VERENLE,TECAVÜZCÜYÜ SERBEST BIRAKAN DA AYNI DEVLET!!;Negative
Yorgunluktan ölürkene :/ @ Binici Malikanesi http://t.co/8BtOEFl6gq;Negative
Borazanla bitmek bilmeyen fal sirasi ???? (@ Cafe Daisy in izmir, Alsancak w/ @berkayborazan) https://t.co/D40UEmBj45;Negative
Otostopta kaldim amk;Negative
Tatilin bitmesine #gerekvarmı;Negative
Bi ara kırmızı pantol giyip etrafta çilekli max gibi gezen beyler vardı ne oldu onlara ?;Negative
ibnişko erkekler genelde fenerbahçeli oluyor;Negative
Ben değil kader huzursuz.;Negative
Allahım ya;Negative
Sevdiğine sadık insan kalmamış.;Negative
Geldik yine ne sikim varsa aq. (@ Lokal Beer Cafe in Lüleburgaz, Türkiye w/ @cnbrk_ygt) https://t.co/Q6Pa4UXcsx;Negative
Anladım benden sogudun ama bilki çok güzel şeyler hayal etmiştim;Negative
Para verin bana diyim ya djdjdj;Negative
Gelecek adına hayaller kuran insanların ertesi gün çekip gitmeleri sizcede çok komik değil mi?;Negative
"""Efkarım'dandır semadaki bulutların grisi..""";Negative
Onlarca insan içinde yapayalnız kalmak..;Negative
Sanirim bu konvoy bilalin dogumgunu icindi hahahsjsjdjfj;Negative
Yanlızlık üzerine master yapmakta güzel ya...;Negative
Seni gidi Çakma izmirli ?? (@ Karşıyaka in İzmir, Türkiye) https://t.co/wNtZ5JicOz;Negative
Ne yagni prens bulunana kadar kurbagalar felc mi olsun mk;Negative
senkronizenizin amk rehberim sikildi;Negative
hayır artık yanacak ciğer kalmadı.;Negative
kendim nişanlanmış kadar yoruldum bu ne lan bi kere daha soğudum evlilikten;Negative
Egzosumuz patlamıştı aga moreller bozukkk ?? http://t.co/DUXXOTEUhu;Negative
Tayyip Reis susarak Konuşuyor. Bilmeyen ise Ağlar sızlar beddua eder. Imamın kayığı ile TÜRKİYE geleceklere ithaf ... http://t.co/iDFV4vv52s;Negative
Olaylar, olaylar ?? (@ Vural's Home in İzmir) https://t.co/1KmpJb3CGw;Negative
Hayallerle hayatlar eşleşmiyor.;Negative
"""Camı açıp depresyon stylaaaaa diye bağıracam valla o derece daraldım.""";Negative
Yok dediğinde hiç mi yok diyen mantığı biri bana açıklasın bu insanlara #gerekvarmı ?;Negative
Kilolu kızlar neden göbeğini deldirirkii;Negative
K?ybedecek birşeyim k?lm?dı.. K?z?nm?y? b?şlıyorum :)));Negative
Anlamıyorum 3-5 günde aşık olup, 3-5 gün açı çekip,3-5 gün sonra da nasıl başkasını seviyorsunuz?;Negative
#AD?;Negative
Delirdim hasretinle.;Negative
Favorim bu video.Bu adam muhalefetin genel başkanı ya bu ülkede.;Negative
Elinden tutup seni evimize götürmeye geldim. Hiç gelmezsin sanmıştım sana son bir defa sarılamam sanmıştım ama şimdi daha zor;Negative
Hayatımızı siktiniz teşekkür ediyoruz artık 5 adımda bir kahve deryasi, gönül kahvesi ,soulmeyyytt cofffeeee, sitarbaaakss.;Negative
"Amına koduklarım 3 haftadır kitabı yazmıyorum biriniz bile niye yazmıyorsun diye sormuyorsunuz. Şimdi herkes "" kitabı yaz"" diye meşın atsın!";Negative
Mavi gözlüler çok itici.;Negative
ne sevenler gördüm Ama hiç biri onun gibi sevmedi;Negative
Insanlara olan güveniniz bukadar bittiyse demekki...;Negative
Gelin olmak çok yorucu. Olmayın!;Negative
“Artık göğsümde bir yara değil, bir türkü, bir kavgasın.;Negative
Sene 2015 millet hala camiden ayakkabi caliniyo;Negative
