review;score
tam bir hayal kirikligi. filmi izledikten sonra neresi komikti diye düsününce hiçbir yerin komik olmadigini anliyorsunuz..;Negative
vasat bir film filmin ilk 15 dk si gerçekten çok eglenceli ama sonrasi klasiklesmis amerikan sakalariyla eglenceleriyle dolu... anca veririm.;Negative
film erçekten de son derece sürükleyiciydi ve oyuncular da çok iyiydi özellikle de julia roberts . fakat filmin sonunu hiç böyle tahmin etmemistim... filmin sonu böyle bittigi için de benim tüm hevesim kaçip gitti bir daha izlemem.;Negative
daha çok bilgisayar oyununu animsatan sahneleri ile daha çok aksiyon gibi görünen bir film. kesinlikle korku degil..;Negative
çok çok ama çok sikici ve gerçekten izlenmeye hiç deymez yazik olur zamaniniza tv de bile izlenmez bu filim bikaç arkadas adaya gidiyolar ellerine silahlari alip saha sola ates ediyolar bundan baska hiç bir sey yok paraniza ve zamniniza yazik seyredilmez.;Negative
hic sinemadan anlamayan birine 80`li yillarn birkac korku filmini seyrettirip hadi bir filmde sen cek deseler ancak bu kadar sikici olur..;Negative
yok...bu da dagil bekledigim korku filmi.;Negative
ayni senaryolar ve ayni kiliselesmis sahnelerle dolu saçma bi film olcak buna eminim.oyunu neydiki filmi ne olsun arkadaslar ya!!.;Negative
keyifle beklediim ama izlerken en çok sikildigim bir filmdi. hayal kirikligina ugradim..;Negative
klasik konulardan biri.virus herkese bulasir sadece birkac kisi kalir vs. su siralar herhalde konu bulamadiklarindan bu tarz filimler iyice artti. diger filmlerden tek farki new york da cekilmis olmasi ve will smith gibi kalite bir oyuncunun oynamasi. konusu basit. pek heyecan vermiyor..;Negative
ben ce cok kötü bir film :s filimde heyecan yok ? filmdeki insanlar ne oldu ne bitti anlatilmiyor ? ve adam lar okadar güçlü ki arbagi 1 kisi deviriyor ? ve willh tuzaga düsüyor ? ve sonu da cok kötu bitiyor ..;Negative
ben bu kadar saçma bir film görmedim, tek kisi üzerinden film mi çekilir rezalet... veriyorum o da mevburen....;Negative
bu filmin sine puani nasil bu kadar yüksek olur.filmde uyudum resmen hiç bir hareket yok belki sonuna dogru biraz var ama kayda deger bisey deil.tam anlamiyla berbatti..;Negative
facianin ve mekanin tek adresi birlesik devletlerde geçen, yine izleyicide bildik bir atmosfer sunan. daha önce yapilmis bir kesfi sanki ilk defa islercesine bocalayan film çok eksik bir film. malesef .;Negative
özü ele alindiginda iyi bir film degildi bence.bazi sahnelerde pür dikkat izledim,bazilarinda ise çok sikilarak.zaten film karanlik olmasindan dolayi antipatik geldi.ama konu olarak iyi.;Negative
filmi izledim ve saçma sapan bir film olduguna kanaat getirdim. verdigim paraya acidim dogrusu... olsa olsa tv filmi olur. para vermeye degmez yaniii. tavsiye etmiyorum....;Negative
sinemaya gidipte bu filme para falan vermeyin. w.s ten böyle saçma sapan bir film beklemiyordum. hele o sonu varya..;Negative
yine o son zamanlarda yapilan dünyanin sonu veya felaket filmlerinden bi tanesi .aksiyon beklntisi olanlar filmi izlemeken zevk almayabilir,çünkü aksiyon yok denecek kadar az.öylesine izlenecek bi film .yani aman amn bi film degil.çok sikiliyo insan kasiyo biraz.ben begenmedim.;Negative
ne yazikki -yapilan tüm iyi elestirilere dayanarak izledigim- en kötü film.içim sikildi o kadar sikildim ki neredeyse yarisinda bambaska seyler düsünmüsüm..bu senaryolara alistik biz daha yaratici olmakta fayda var...demem o ki çok fazla sey ummayin....;Negative
bekledigimi bulamadim. siradan sahneleriyle,bol mesaj kaygisiyla çekilmis üstelik filmin daha ilk yarisinda neler olacagini tahmin ettik.;Negative
film kesinlikle izleyeni aksiyon konusunda tatmin etmiyor..agir bi film ve 2-3 çatisma sahnesi disinda izlemeye deger hiçbir sey yok..nerde independence day nerde i am legend...;Negative
sakin gitmeyin. böyle filme para verdigim için çok pismanim..;Negative
ne efsane...insan olmadan modern bir sehrin nasil olacagini gostermesi disinda basit.siradan.ve oldukca sikici bir flim..not:bu aralar amerikan sinemasinda oldukca fazla islenen bir konu...biyolojik silahlar...dusunun neden. .;Negative
soru isaretlerinin bol oldugu bi film.... film bitmis ama bitmis gibi degil.... simdi size bir sürü sey sayabilirim ama uzun sürer.... will smith olmasa filmde hiç bir sey yok bide 1-2 tane çarpici sahne onun disinda ne mantiga ne akla sigiyo film idare eder .;Negative
açikçasi mükemmel bir filmdi diyemem hiç hosuma gitmedi çok sikiciydi ama yine de gidip izleyin.;Negative
kesinlikle gitmeye degmez bir kere çok kopukluk var konfuçyus'un sözünden etkilenerek film yapilmis korku filmi mi aksiyon mu pek anlayamadim bu filmi izledikten sonra hollwood gerçekten özgün senaryo üretmedigine karar verdim hele ki son yillarda.;Negative
burdaki yorumlara bakarak hiç bir film hakkinda görüs belirlemeyecegim kafamda bu filme nasil 8.2 verilir ya:s. vasat bilindik bir hikaye hersey basit. filmde hiçbir sey yok kisacik ne oldugunu anlamadan bitiyor üstelik:s. türk insani filmden anlamiyor!!!.;Negative
burdaki yorumlara bakarak bugün bu filme gittim.ve sunu söyleyebilirim tamamen bir hayal kirikligi.hani konusunu tüm olan biteni 30 saniyede anlatabileceginiz filmler vardir ya.aynen öyle bir film...yinede berbat denilemez belki ama eh iste....;Negative
baslarda biseyler veren,sonra fiyasko oldugu anlasilan bi film,sikici....;Negative
yorumlara bakip gitigime bin pismanim.çok fazla kuru gürültü var.bu filme harika diyen yorumcularin yorumlarina saygi duymakla beraber sinema anlayisindan süphe ediyorum açikçasi.vasattan öteye geçmicek bir film..;Negative
bu filme verilen paraya yazik yazik!!!!!.;Negative
gerçekten merak ederek girdim sinema salonuna ama hiç de tatmin edici degildi .bazi görüntü efektleri çok sahte ve komik duruyo .bu kadar yüksek bi puan almasi gerçekten sasirtici.;Negative
film gerçektende çok siradan ve yüzeysel geldi bana hiçbir merak uyandirmiyor.bir iki sahne disinda izlemediyseniz öyle kaliniz...;Negative
2008 yilinin ilk hayalkirikligi bana göre. çok yapay bir film. simdiye kadar izledigim en vasat smith performansi diyebilirim. film çok havada kalmis, bölük pörçük derdini tam olarak anlatamamis. bana tam bir fiyasko.;Negative
br çoguna öyle gelmesede kült bi bilim kurgu filmi.bana göre seyret unut türden bir yapim..;Negative
arkadaslar izlemeyin degmez!!! sanirim bu filme gitcek olanlar bnm de gitmeden önce olduum gibi aksiyon ve bir o kdr da gerilim bekliodr ancak film bunun ceyreini bile karsilayamiyor... eyw...;Negative
bu filmi evinizde oturup dvd de seyredin sinemaya gidip o kadar para harcamayin degmez.;Negative
büyük heycanla gidip hüsrana ugradim... hele ikinci yarida bildign zombi filmi...;Negative
beklentilerimi tam olarak karsiladigini söyleyemeyecegim.bazi sahneleri ve effect'leri güzel olsada bende ne bir aksiyon ne de bir gerilim duygusu yaratti...bana kalirsa konu çok daha iyi islenebilirdi. en azindan filmin sonu zart diye bitmeseydi, belki çok daha iyi duygular beslenebilrdi film için;Negative
cok sikici ve gereksiz bir film be gerilim var ne bisi bulasmayin bile...;Negative
will smith i severim. oyunculukta iyi. film fena degil. tabii ki biraz soft kalmis. sonuna kadar izlenecek bir film olarak düsünen biri degilim çünkü sonu klasik ve salak hollywood tarzi. nefret ettim..;Negative
görsel olarak güzel sahneler var ama konuu çok bildik ve en kötüsüde filimin sonu arkadaslar..;Negative
hayalkirikligi yasadim. çok bilindik bir konusu vardi. yari vampir-zombi hikayesi sikmaya basladi artik. gereksizdi, verdigim paraya acidim....;Negative
bence anlatilan kadar iyi bir film degil sinemada resmen uykum geldi fragmanda ve yorumlarda aksiyon gibi gözüküyor ama bence bos vakti olanlarin ilgilenecegi bir film. sinemaya gittim ve param bosa gitti diye düsünüyorum..;Negative
giden parama acidimmmmmmmm..... will smith için kötü bir senaryo.. böyle bir filmde neden oynamis anlamadimmmm....;Negative
tamamen hayalkirikligi, harabe haldeki new york gerçekten mükemmel ama filmin sonu daha güzel olabilirdi, eger kitaba sadik kalinsaydi..;Negative
kesinlikle tam bir zaman kaybi.ne yapmaya çalismislae anlayamadim.aklimda kalan sadece kurdun ölüm sahnesiysi.zavalli sey.fiyasko puanmi ? puan bile haketmior;Negative
bu filme nasil güzel diyosunuz anlamadim. saçma sapan konusu ve 30 gun gece filmindeki benzer yaratiklarla tam bir hayal kirikligi. yakismadi will smith..;Negative
valla izledim will smith in kalitesi bile izlemek icin yeterli ditecegim ama izledikten sonra benim dusuncem dunyalar savasi nasilsa buda ayni tatta bir film bos zamanda oturup izlenecek bir film idare eder derim.;Negative
benim için sadece büyük bir hayal kirikligi....;Negative
konu çok basit izlemenizi tavsiye etmem.;Negative
tamamen hayal kirikligi tavsiyem resident evil i tekrar tekrar izleyin....;Negative
kitabini okumadim ama filmin çok sikici ve konusunun çok siradan oldugunu söyleyebilirim..;Negative
basarisiz bir film.will smith e yazik olmus.ayni 28 hafta ve 28 ün önce isimli filmlere benziyo.ama o filmlerde olay daha iyi anlatilmis.konusu güzel ama islenis çok saçma.adam durmus mutantlara gelin anlasalim diyor ya ne kadar komik..;Negative
"madem farkli bir film yapacaksiniz niye kitabin adini kullaniyonuz! büyük bir hayal kirikligi oldu benim için; kitaptaki herseyi degistirip ortaya saçmasapan bir film çikarmislar! yazik yani, yazik!!!. .";Negative
"""bulenk"" arkadasima katiliyorum...film de aksiyon ve diyalog o kadar az ki daha çok büyük bi felaketten sonra çekilmis bir belgesel gibi.filmde tek hosuma giden antiloplarin sehrin göbeginde dolasmalariydi...";Negative
filmi bugün izledim açikçasi biraz hayal kirikligina ugradim, biraz daha gerilim ve aksiyon sahneleri konulabilirdi filme bence.. . .;Negative
pekte beklentileri karsilamayan bi filmdaha iyi olmasini beklerdimama will smithin oyunculugu iyi.;Negative
klasik aksiyon filmlerinden biri con air. her sahnede patlama , her sahnede yumruklar , silahlar.... oyuncularin görece basarili ve istekli oldugu söylenebilir. yine de tvde görürseniz izleyin..;Negative
bence film çok abartilmis.açikçasi su herseyden son saniyede kurtulma olayini çok kullanmislar.;Negative
9.3 puani çok abartili buluyorum..7 uygun..;Negative
bu filmi seyrettikten sonra acaba bende mi bir tuhaflik var dedim yani anliyamiyorum bu filmin neresi begenilir bence bir konu yoktu çok bos ve anlamsiz bu kadar puani almasi bile garip....;Negative
ya bu kadar yorumu okuyupta öyle izledim ama pisman oldum esaretin bedeli ile ayni puanda kalmayi bence hak etmiyor ben cok sikildim filmi izlerken kendimden süphe etmeme neden oldu film bu kadar cok kisi sevmis ben sevemedim :(:(:.;Negative
tam bir bas yapit diyebilirim .tom hanks in performansi süperdi .aldigi oskar ve diger ödülleri bence hak ederek almis.konusu alisilmisin disinda bence tam bir dram ve ask filmiydi,,.;Negative
izlerken öldüm sikilmaktan kesinlikle izledigim en sikici film diyebilirim böyle abartilmasina çok sasirdim bence bu kadar iyi elestiri çok fazla vasat bi film ya filmde ben etkilenecek tek bi sahne bulamadim.;Negative
hiç begenmedim bu filmi vakit kaybi..;Negative
kötü bir komedi filmi...yani bir kere karakterler karton..yani adam sandlerin ikizi var ama insan hiçmi inandiricilik katmaz..hiç inanadirici degil...al pacino da sirf eglenmek için orda tamamda insan birazda izleyici düsünür bayat bi film.;Negative
kliselerle dolu bir film , çok basit bir senaryo . adam sandler'in kadin sesi çok kötüalpacino'nun bu filmde ne isi var ?.;Negative
tam bir utanç kaynagi bu film , hayatimda bu kadar saçma bir komedi görmedim, bunu seven arkadaslarim olmasina bile katlanamayabilirim..;Negative
al pacino ve jonny deppi yan karakter olarak görmek çok eglenceliydi . ikilinin oldugu , lakers maçinda geçen sahne filmdeki favori sahnem . onun disinda yer yer güldüren , eglencelik bir film olmus . sinemada bi 100 dakika kafayi dagitmak amaçli gidilirse sevilir ... ....;Negative
ilk dakikasindan itibaren abartili oyunculuklar, saçma sapan replikler, rezalet çatisma sahneleri esliginde aptalligin zulme çaldigi bir saçmaliklar yumagi.asi gençlik gibi basarili dramalari olan nicholas ray kesinlikle western çekmekten anlamiyor, bunuda her karede açikça belli ediyor. .;Negative
andy garcia’ya bayilirim ama bu film gerçekten çok sikiciydi.bi kaç defa sonuna kadar izlemeye çalistim. fakat gerçekten sikiciydi.;Negative
yorumlari okuyup filmi izledim ve heralde çok beklenti içerisine girdim...birakin aglamayi gözlerim bile dolmadi, birakin begenmeyi siradan bir filmdi, anlatimi da sikiciydi, nedense kore ya da japon filmlerini bir türlü begenemiyorum....;Negative
eski trk filmlerini izlememi olanlar iin belki ilgin gelebilir ama olduka adal bir dille yaplm basit bir film.... .;Negative
bani çok sikti bu film gerçektende çok sikici .;Negative
birinsinden sonra oolmamasi gereken bir film olmus devam filmi falan degil bu speed filminin gemi versiyonu o kadar. güzel bikaç sahnesi var ama genel olarak kötü .;Negative
ilk film iyiydi ama bu gereksiz bir film.;Negative
ilk filmle kiyaslanirsa berbat ötesi. .;Negative
ilk filme bak buna bak ilk filmin adini kirletmis sadece bence izlemeyin....;Negative
ilk filmden sonra tam bir hayalkirikligi.;Negative
fazla söze gerek yok.kesinlikle çok gereksiz bir film.1.film süphesiz buna bin basar..;Negative
en kötü devam filmlerinden....;Negative
ben filmi begenmedim ama bunun altinda bu tarz filmlere pek sicak olmamam da kaynaklaniyor.puan olarak 3 veriyorum çokta bir yenilik göremedim ama bu türü seven arkadaslar benim puanimi referans olarak almasin.;Negative
bence yönetmenlik baya zayif filmde (küçük kizdan bahsetmiorum ama özellikle hasta rolü yapan kisiler berbat!) senaryoda çok zayif film uzatilmis gibi duruyor. arkadaslar begenmis ama bence gayet vasat alti bir yapim..;Negative
çok kötü bir film hele son bölümler tam bir kabustu.;Negative
arkadaslar bu filmi izleyerek zaman kaybetmeyin.nicolas cage in oyunculuguna birsey diyemem ama gerçekten berbat senaryolu sikici bir film...saygilarimla....;Negative
izlemeye degmez..asli yok.bsa zaman kaybetmeyin izleyerek..;Negative
berbat bi film....;Negative
beklentileri karsilamayan bir film....sonu büyük bir hayal kirikligi...nicolas cage nasil bu filmde oynamayi kabul etmis ki?.;Negative
bence son derece gereksiz bir film olmus. nicholas cage e hiç yakismamis. kesinlikle vakit kaybi..;Negative
bu filmi izleyerek bosuna vakit kaybetmeyin derim...hayatimda izledigim en anlamsiz filimlerden biriydi..;Negative
sevmediginiz arkadaslariniza tavsiye edebilirsiniz..bide filmin sonu süper filan derseniz yaridada birakmazlar sonuna kadar seyrederler..sonuçta 2 saat iskence...;Negative
hayatimda sinemada izledigim en igrenç film, hatta son sahnesinden sonra 2 gün sinirden kendime gelemeyip verdigim ücrete 1 sürahi su içtigim bir film.;Negative
izledigim en kötü filmlerden biri.. nicolas cage icin izlerim filan da demeyin bence.. ben öyle dedim çok pisman oldum.. bile cok bu filme...;Negative
sinemada izleyip para verenlere yazik b berbat bir film.;Negative
olumsuz yorumlarin çoguna katiliyorum izlememin tek nedeni n.cage onun bile filimi pek izlenir hale getirdigi söylenemez orta sinif bir gerilim vaktim çok diyorsaniz izleyin derim..;Negative
nicolas abiye yakismayan bir film. vasatin üstünde sadece. begendigimi söylemem..;Negative
nicolas cage nin en kötü filmi. eger bu filmi izlemeyi düsünüyorsaniz bos oturmaniz sizin için daha faydali olucaktir..;Negative
bence güzel degildi.;Negative
nicolas bazen süper filmler bazende berbat filmlere imza atiyor bu filmde berbatlarinin arasinda sacma sapan bise ya izledigim zamana acidim ....;Negative
nicolas cage in filmleri berbat.;Negative
vasat nicolas cage gibi bi adamdan böyle bi filmde oynamasini beklemezdim.;Negative
izlemek bence zaman kaybi bos vkati bol olanlara;Negative
o filme harcanan paraya yazik be...bu kadar saçma sapan bir film yapilabilirdi ancak....;Negative
nicolas cage'e neler oluyor? rtesmen son zamanlarda felaket ötesi filmlerde kendini harciyor... firtinali hayatlar, lanetli ada vasatinda altinda. adi ve karizmasi kullaniliyor resmen baska birsey degil.....bir tek savas tanrisi iyiydi.....;Negative
arkadaslar size kesinlikle katiliyorum. berbat bi film sonunda farkli seyler bekliyoruz orda nicolas cage'in biseyler yapmasni bekliyordum.. siradan bi rolü olmus.ayrica cok kötü bi senaryo..tavsiye etmem kimseye igg.;Negative
gerçekten cok kotu sonu cok belliydi hiç süpriz falan gelmedi bana nicolas cage’in kötü filmi olmaz derdim ama yanilmisim.;Negative
sanirim rahatlikla diyebilirim nicolas in en kötü filmi.;Negative
kötü bir filmdi arkadalara katiliyorum nicholas.gate nasi kabul etmis böle bir filmi. ya.;Negative
filmin baslangici güzeldi fakat sonra konudan sapmis saçma sapan bir seye dönüsmüs,nicholas cage hayrani olarak nasil böyle bir filmde rol aldigina gerçekten sasirdim bir okadarda üzüldüm ,kimsenin izlemesini tavsiye etmiyorum oyuncu hakkinda kötü düsüncelere yol açabilir,tam bir hayal kirikligi ..;Negative
tv de izledigim ve büyük bir hayal kirikligina ugradigim yegane filmlerden yegane diyorum çünkü bu filmi nicholas cage oynamamaliydi.;Negative
bilmeyerek ömrümden giden bos iki saat için üzülüyorum sadece. gage’in bi suçu yok....;Negative
ben bir film hastasiyim,tek tedavi yöntemim güzel filmler izlemek ama lanetli ada hasta biri için anestezi kivamininda bir film....;Negative
son zamanlarda izledigim en kötü filmlerden. sirf cage e güvenerek gittim, yanilmisim.. filmin sonu yaklasirken, bari düzgün bir son olsa da surdan yüzüm gülerek çiksam dedim ama o da olmadi.. cage kredilerini kötüye kullanmaya basladi..;Negative
nicolas cage'in nasil böyle bi filmde oynadigina inanamiyorum..filmde birçok olay aciklanmiyor, sonuda hic bekledigim gibi diil..gercekten kotu bi film!.;Negative
çokkk vasat bir film zaten eski filmleri pasta yapip tekrar sunmalari çok kötüüüüüü.;Negative
bence bu film de nicolas cage ye yazik etmisler tam anlmiyla.tek kelimeyle igreç bir film!.;Negative
allahim bu ne böyle yaaagörünce resmen soke oldum sakin izleme gibi bir hataya kapilmayin!!!!.;Negative
saka gibi... sakin izleme gafletinde bulunmayin. hiçbir film ile karsilastirilamayacak kadar ucuz bir film..;Negative
bende bu filme istemeyerek gitmek zorunda kaldim. son yillarda gördügüm en kötü filmlerden biri. nicolas cage bu filmde neden oynamis, ne bulmus hala anlamis degilim, onun gibi bir oyuncuya hiç yakistiramadim. zamani ve paranizi bosa harcamaktan baska birsey degil..;Negative
hakkatten kötü filmdi.. anlamadigim bu filmi yapanlar bu kadar soru isareti ve saçmalik var biz bunu düzeltelim demiyorlar mi????.;Negative
sirf cage var die aldim filmi ama almaz olaydim,bu ne agir tempo yaa,inat ettim sonuna kadar izledim ama kesinlikle sarmadi film.tavsiye etmiyorum arkadaslar....;Negative
sadece nicholas cage için izlenir,çok ötüydü iibasladi ama çok saçma bitti.bosuna gitmeyin onun yerine volver'i izleyinn!!!!!.;Negative
berbaaaaaaaaat bi film ben hata yapip gittim aman siz gitmeyin arkadaslar hiç bir konusu yok!!!!.;Negative
ben filmi hiç begenmedim.saçma ve çok sikici bir konusu var bosuna vakit kaybi,tavsiye etmem....;Negative
görmek lazim diye düsünüyorum izlemeye deyicek bi film ama çok klise görüntüler ve karelar var sonuna dogruda artik merak etmeyide birakip tamam anladik ta uykum geldi gibi tepkiler olusabilir.;Negative
olmamis abi uyuyorsun nekadar zorlasanda uyutuor filmin hicbir ozel tarafi yoksadece bir nicholas gage war ondanda our cok sikiciydi uyuttu beni izlemeyenler gitmesin derim.;Negative
oyunculuk mükemmel ama film için ayni seyi söyleyemiyecegim.hayir anlamadigim cage bu filmi nasil kabul etmis.parasimi yok.cagein patladigi sahnelerde sirayla herkesi öldürmeye kalksa belki biseye benzer ama hiçbirsey bu filmi kurtaramamis.. .;Negative
berbat bir film. paraniza yazik. gitmeye degmez.;Negative
nicolas cace den beklenmeyen son derece kötü bir film hiç güzel diil parayi sokaga atmaya deymez.;Negative
tamamiyli ic bayiltmak icin yapilmis sacma sacma oldugu kadarda bunaltan bir film...the village filmin sanki degisik bir versiyonu gibi geldi ..unutmadan filmin prodoktörüde nicholas cage kisacasi adini filme veren daha dogrusu sattiran.;Negative
zamaninizada yazik paranizada sakin izlemeyin. ben film çeksem daha güzel olur yaw;Negative
kesinlikle tavsiye etmem.. nicholas cage diye gitmeyin,. büyük hayalkirikligi.. bayiltici agirlikta bir tempo,anlamsiz diyaloglar,bölük pörçük bir anlatim.. kisaca fiyaskooo!!!.;Negative
nicolas cage var diye izledim hiç gerek yokmus nicolas cage için bile izlenmez basi berbat ortasi berbat hele sonu en berbat yeri.;Negative
fragman ve nicholas in kurbani oldumbu filme hiç yakistiramadim cage i. tam bi hayal kirikligi!.. hele filmin o gicik sonu yokmu, kabus gibi;Negative
lion king in benm hayatimda da cok büyük biyeri var... filmi ilk kez 2. sniftayken giitigm bi okul gezisinde izlemistim ve okdr çok etkilenmistim ki anneme nasill anlattysam beni tekrar götürmüstü ve su anda bu filmi benim gibi hafizasina kazinan arkadaslardan duymak çok güselll....;Negative
bu japonlarin beyin yapilarinin incelenmesi gerektigini düsünüyorum gerçekten enteresan bi hayal gücüne sahipler.;Negative
savasi elestiren bi film eyvallah iide... cok sikici ben pek sevmedim....;Negative
mankenler eskimeye basladimi hemen birileri çikar ve onlari sinemaya kazandirabilir miyim diye düsünür ve sonuç genelde hüsran olur. bu film böyle bir çagrisim yaratti ve izleyince tamamen hakli oldugumu gördüm. yazik ki yönetmen daha iyi bir kariyeri hakediyor!.;Negative
kötü, çok kötü çakma aksiyon hepsi bu kadar..;Negative
çok saçma senaryolar gördüm ama bu kadarina pes......;Negative
ya bence filmin adi ile konusu pek alakali deil.ayrica ben hiç beenmedim.aksiyon aradim ama beni doyurmadi ne yazik ki.erotik sahneler gereginden çoktu.tavsiye etmem..;Negative
ikinci sinif bir yapim....;Negative
film çok kötü iyi yorum yapanlari anlayamiyorum.;Negative
film bastan sona hareketli olmasina karsin cidden sikici. eger yapacak baska biseyiniz yoksa izleyin derim ben..;Negative
konu güzel fakat çok kötü islenmis.durmadan degisen kamera açilari yüzünden basin dönüyor zaten, ayrica dublaj görüntüler çok kötü olmus tasiyici-2'deki audinin bir binadan digerine atlamasi gibi çok yapay.siradan bir aksiyon filmi bence izlemeye degmez.;Negative
aslinda izlenilebilir bi film ama ben daha iyisini beklerdim çünkü ele alinan konu süper yasamak için adrenelin gerek.daha yaratici olunabilirdi.;Negative
tamamen piyasa filmi stanhamin ayni rolü ayri filmlerde tekrar etmesi beni sikti artik.filmde bence öyle çok farkli bir sey de yok klip gibi film olmus bence sinema bu deil dedigim gibi piyasa filmi.;Negative
ben uyudum her nedense;Negative
bu filmmiydi yoksa ona benzer bisey mi? jason'a hiç gitmemis.. vakit kaybi.. hele sondaki düsüs sahnesi çok basit.. sokaktaki sevisme sahnesi de yersiz ve saçma olmus.. fazla söze gerek yok...;Negative
bence de berbat bir film insanlari suça tesvik etmekten baska bir sey yapilmamis film de...;Negative
fumba ya katiliyorum. filmden anliyan birini görmek güzel. berbat bir film. diyaloglar 5 para etmez..;Negative
yani ben bu kadar kötü olabilecegini tahmin bile edemedim,dayanamadim.fazla aksiyonlu.....;Negative
bu film nasil bu kadar yüksek puan aliyor hayret...bes para etmez ne senaryosu düzgün ne bir kurgu var filmde... filmin sonunda yarim saatte gökyüzünden asagi düsemedi...gülmekten karnima agri girdi....;Negative
yapilan yorumlarin aksine cok basarisiz buldugum bir filmdi aksiyonun icine komedi unsurlarini serpistirerek kaliteyi dusurmusler. oldukca ozenti bir filmdi..;Negative
arkadaslar beklentilerinizi biraz yükseltin.son yillarda izledigim en kötü filmlerden biriydi.jason transporter lardaki bütün kredisini bitirdi bende..;Negative
film tek kelimeyle sira disiydi izledigime hiç pisman olmadim film konusu gibi devamli adrenalin salgiliyordu kisacasi tempo süper sonu sasirtmadi daha farkli olabilirdi sonunda evet bitti diyosun süpriz yok ama izleyin derim.;Negative
ya arkadaslar hiç aksiyon filmi izlememis gibi konusuyorsunuz ya film sinema çekimi korsan film gibi yaa ben burdaki yorumlari okudum da gittim keske gitmeseydim paraniza yazik.;Negative
evet arkadasa katiliyorum gitmeden önce yorumlara baktim hepsi olumluydu üstelik jason stataham'in transporter deki performansina ve oyunculuguna hayran oldugum için bu filimininde güzel olacagini düsünmüstüm ama yanilmisim kosmaktan baska bir sey yapmiyor ne yazik ki....;Negative
jason bir numara ama film o kadarda güzel degildi. bekledgim gibi çikmadi....;Negative
açikçasi ben filmi hiç begenmedim çünkü çok saçma özellikle son sahnesi iki üç yer güzel filmde bi yerde pornografik bi görüntü var sonuç seneyo kötü ama jason statham müthis oynamis filmi ben filme 410 veriyorum jason statham hatirina.;Negative
farkli bir aksiyon..ve farkli bir bakis açisi..konu iyi fakat senaryo ve kurgu sifir..ailecek izlenmez..bence degmez...;Negative
budur abicim,. saçma film dedigin budur... . çekim hatalariyla, mantik hatalariyla dolu zaman geçtikçe keske baslamaz olaydim dedirten film... . müzikleri idare ederdi sadece gerisi fos... .;Negative
