review;score
Tek huzur kaynağım :) Çiko 😃 http://t.co/j80XJfU0sc;Positive
@MissCylan ya salak gece gece karnıma ağrı girdi gülmekten :D;Positive
hayat paylaşınca güzel ve bu dünyada sizlr gibi değerli insanların olması kadar güzel bir şey yok (:;Positive
#superonline cilar beni dinlemeyip yine o anlasmali sitelerden test yaptilar. Sonuc husran! 20 olmasi gereken hiz zor bela 8 cikti.;Negative
#turkcell koca #baskentuniversitesi kampusunde hala edge takilioruz... Yakismadi bu sana;Negative
keyfimiz huzurumuz yerinde @ Korikos Tatil Sitesi, Limonlu, Mersin https://t.co/lr4GPYCe84;Positive
Bahar değil, âdeta bir yaz günü.. (@ Mavi Yelken in İstanbul) https://t.co/clIwGyEg4U;Positive
Nikon D5000 ile bağlan hayata.. 70-300 ile uzakları yakınlaştır.. :);Positive
yaa beyaz showla, işte benim stilim arasında zap yapıyorum şu an. Arkadaşlar yalnız bu bildiğin mutluluk, bildiğin huzuur🙌;Positive
yaz elsin tatil yapayım istiyorumm artıkk puff;Negative
Bir günde 3 sınav beynim yandı üstüne ezber anladık TEOG var da böyle iskence yapilmaz ki;Negative
Gece dinlenen müzik başkadır;Positive
''Umut bitti! Mutluluk demir sandıkta kitli.'';Negative
:D Turkcell ile saygı çerçevesinde ve çok düzeyli bir dostluğumuz var bana yapamazlar öyle bişey :D;Positive
Nedir bu benim her gece çektiğim aynı eziyet ??;Negative
#superonline ekip yollamis.Hizima carrima curruma bakiyor.Yaptigi ilk sey hiz testi yapilan web siteleri. O site sonuclarini kabuletmem dedim;Negative
Underworld üçe gittim . Serinin en iyisi olmuş.;Positive
Gece gece duygulandırdın anne 😞😂 http://t.co/5PUkIMUyGO;Positive
Bi uyarsaydın hani turkcell! :s;Negative
3G de herzaman heryerde hep problem var sevgili;Negative
yarın bardakta meyveli çikolatalı şeyden yicem dondurma yerine canınız çeksin gece gece oh çok güzel oluyo o bide;Positive
Hayallerim, yeryüzüne yansımış hilal ve yıldız ile baskına uğrar her gece.;Positive
Ya ben senin her gece aynı saatte kesilen elektriğini sikiyim #batman;Negative
İnovasyonda büyük ödül Turkcell'in;Positive
şikayet kaydı açtırıyorum 48 saat arayan arkadaş 30 saniyede işlemimi yapıyor.yine aynı şey oldu 48 saat daha..;Negative
Kanka ben Vodafone a geçicem Turkcell cok kazık gel beraber geceliim :);Negative
Baharı cok seviyorumm 🌞 https://t.co/v9nnVuOtyz;Positive
Mutluluk yanıma uğramaz oldu.;Negative
Gece tatlı bir hüzün gecesi #MüzeyyenSenar havasında #kanun notasi tadında. .;Positive
ev de tek olmak kadar güzel bir şey yok .s;Positive
Istanbul'a kavuştu bahar. Ne de güzel yakıştılar http://t.co/SXiNoueZrM;Positive
Her gece bir ölçek kürk mantolu madonnanız varsa alırım. https://t.co/sHk1hiklNY;Positive
#hayattansogutanseyler onemli bir mesaj beklerken gelen msjin turkcell den olma kafasi.;Negative
Mutluluk bile acı veriyor, cünkü sonu var biliyorum.;Negative
bu zehniyyətlə yetişdirilən insanların vəzifəsi soruşmaq deyil,cavab vermkədir.tək bir doğrunun olduğu cəmiyyətdə sorğu keçirmək labüddür?;Negative
RT @birkizinhuznu: Ben her gece ağlaya ağlaya sana kızarak uyudum. Ve her sabaha seni en başından severek uyandım. Bu canımı nasıl yakıyor …;Negative
Yemin ediyorum bu kirpi gerizekalı. Her gece sensörü yakıp, sensörden korkup kaçıyor. Psikopat hayvan.;Negative
RT @FatmaSahin: Botanik Bahçesinde Bahar Şenliğimizin açılışından:));Positive
Yine iğrenç bir gece daha ulan;Negative
muhteşem bir oyunculuk sergilemiş ikiside levent üzümcünün zihinsel engelli bir kişiyi bu kadar başarılı oynayabileceğini düşünmezdim;Positive
4 çeker 5 çeker hikayeeeeee en az 4-5 kez cagrı merkezine telefon acmama rağmen TRABZON'da şehir merkezinde telefon cekmiyor;Negative
#turkcell i ariyorum beni yanlis bilgilendirdiniz sikayet etmek istiyorum diyorum musteri temsilcisi mealesef diyor yok boyle bisey;Negative
Lavantanın mevsimindeyiz. Kokusu muhteşem. #flower #landscape #istanbul #mor #purple #lavanta #bahar… https://t.co/b3OIJzbVV7;Positive
Önüne GeLene Unuturum Demek KoLay !!.. -Sana Bişe Söleyim mi ? Karşına Geçsem , Unuttunmu.. ? Desem.. -Ruhun donar SeLoCAn;Negative
RT @cizgifilmasigi: Hiç bisey sikimde degil bu gece;Negative
#Turkcell Superonline bir milyon evin kapisina fiber internet goturdu bizde niye yok bize niye getirmiyorlar;Negative
Kontörlü hattayken gizlice tırtıkladığın kontörlerimi unutmuyorum türkcell;Negative
Gündüz geçiyor bir şekilde, çareye ihtiyacı olan gece.;Negative
RT @ld_venus: Sen içindeki baharı yaşa bensiz,ben içimdeki kışını yaşarım sessiz sedasız... http://t.co/5eS2ngNlum;Negative
kıza tiyatroya gidelim madem bigün devlet tiyatroları ucuz diorum aaaa gnctrkcll yok mu orda da diyo! ne düşünüosun bu konuda?;Negative
Uyku haram bu gece 😞;Negative
Dün dayanamadım yine gittim filme yine ilk kez izlemişim gibi çok etkilendim.;Positive
Hayatımda değişik kararlar verildi bu gece.pazartesi itibari ile once kurtulmam gereken bir illet var onun icin ilk seans başlıyor.;Positive
gece gece yemek fotosu atanlar kaşardır aksini idda eden orspu 😒;Negative
Bir mutluluk var ki gülüşüyle verdiği , sanırsın Tarsus il olmuş.;Positive
Bilmediğim acayip turkcell numarası şu kontorsuz ve dar zamanlarımda mesajlarınla bana destek olduğun ve yalnız bırakmadığın için teşkürler.;Positive
Gece gece mübaregide anmış olduk #BeyazShow @dembabafoot :)) http://t.co/syGdSH4inx;Positive
RT @babadiyorki: Çok mu ayıp hala mutluluk istemek;Negative
Ne zaman mutlu olsak biri geliyo mutluluk gidiyor amınakoyim;Negative
#SedefeÇözümDrİlteberBahadır Ölüsü olan bir gün ağlar, delisi olan her gün ağlar.;Negative
MemLeketimin güzeL İnsanLarı;Positive
RT @SrlKoprulu: Herhangi bir batı ülkesinde olsa PKK bir günde tuzla buz edilirdi. ABD'de olsa PKK, bir iki saat içinde ciyaklayan hale get…;Negative
RT @kuscubesref: Bu Cumartesi Paralel Örgüt'ün Yargı Yapılanması için çok uzun bir gün olacak.;Negative
#turkcell wc'deki çekim gücünle beni ergene bağlatacaksın yani bunu diyorum benden kork.;Negative
Zorla geldiğim bir basketbol maçı daha😂 (@ Dumlupınar Spor Salonu in Kütahya w/ @nuuuuuuuuur @resultetik43) https://t.co/FSgoHrdhWK;Negative
gerçeği görmek çoğu zaman zordur para verip sinemaya gidip gerçeği görmeye herkes katlanamaz. katlanamayanları yorumlarından zaten anlıyoruz;Negative
+Turksel beni sesimden tanır.-anlamadık lutfen yenıden deneyın +turksel benı sesımd.. benim ben döl ziyanı tanımadın mıaa (turk kızı merve);Negative
öğlen attığım mesajlar şimdi iletiliyor.oha turkcell;Negative
Sokaklarda bahar havası, her 4 kişiden 2sinde deri ceket modası soğuttunuz deri ceketten;Negative
busrasiz sabahlayacagim ilk gece 😒;Negative
fiyat acisindan gayet iyiler. Bende 1000 dakika avea ici ayni paket.+ 120 dk her yone.;Positive
yok bu kadar reklama göre uydu hızında sanırsın;Negative
RT @ZekiDemirkubuz: Bu ülkeye ve bu hayata dair hiçbir şeyin, hiçbir zaman benim dilediğim gibi olmayacağını biliyor, artık bundan acı duym…;Negative
Bence film çok hoştu ne bekleyerek gidiyor beğenmeyenler anlamadım.;Positive
Mutluluk sebebim diyebilirim.;Positive
@SeriSrife : #MutluluğunTekFormulü ölüm uykusuna yatmak?;Negative
@ebruvurhan bu da benim en anlamlı fotoğrafım, bu dünya hep onlara mutluluk getirsin :))) http://t.co/MUdWQ0dDTj;Positive
#Sans yazin Turkcell'e gonderin, sonra faturanizda gorursunuz ne kadar sansli oldugunuzu.. Ben cok sansliymisim ama coooookk!;Negative
Sabah okul var sanıp sonra olmadığını farketmek mutluluk sebebi resmen;Positive
kesinlikle pişman olmazsın.Denemeye değer );Positive
#turkcell Turkcell çekmiyor arkadaş kim ne derse desin, ' Duyuyor musun? ' ' Alo? ' ' Pardon telefon kesildi ' hep aynı;Negative
@kahramanpolice 🐱🐱🐱 ilahi merve gece gece gulumsettin beni;Positive
Geceme huzur veren sen olduktan sonra varsın gündüzler savaş alanı olsun.;Positive
Abla gece gece neden uyuma diye uyanduruyosun ki -.-;Negative
öyle ama avea igrenc ya. Bi kere arkadaslarim turkcelli 10.000 sms fln var.;Negative
gördüğm en hızlı turksel müşteri temsilcisisin asıl ben teşekkür ederim :)));Positive
millet gece sevgilisini arar ben yatakta kaybolan telefonumu arıyorum bakın bu dramdır;Negative
RT @HilmiCemSeverr: DestegimizSeninle HilmiCemİntepe;Positive
superonline cok iyi;Positive
0 facebook kapanıyo sms 14 tl smsi olmayanlar facebooktan mesaj atamıcağı için sms yapmak zorunda olduğumuzu düşünmüştür kesin o.ç türksel;Negative
Büyük ödül Turkcell Teknoloji'ye;Positive
Ne kadar güzel sohbet ediyoruz gece gece http://t.co/99AyV9F4Yu;Positive
bir başkadır bahar akşamında çay keyfi..;Positive
Açılışı yaptık ! Emeği geçen herkese teşekkür ediyor, tiyatro dolu, mutluluk dolu bir festival diliyoruz ! :) http://t.co/gaV21mhcGE;Positive
3G problemleri icin nereye basvurabiliriz? Kayseri/Talas Erciyes Unv. Civarı 5 gündür edge. Turkcell bile çekiyor yahu :) help..;Negative
0532 li bir numaradan aramanın nedeni ne Turkcell? o kadar öksürüp sesimi açmıştım. cani!;Negative
RT @onderseren: Bir insan niye günde 700 kere kendi fotosunu çekip buralara atar. Surat aynı surat bi sürpriz yok. Elimde büyüyor resmen.;Negative
Bugunde onunlaydim hergun daha bi mutluluk olusuyo icimde;Positive
evet ben de vodofon vın kullandım için internet uygun ama hat olarak turkcel daha iyisi bence;Positive
faturalı hattı mı konturluye çevirdim. Extradan 2 ay sonra fatura geldi onuda ödediğim yine fatura geldi Kapitalizm=Turkcelll;Negative
hayat cimcoma koyunca güzel paylaşınca fln değil ahahaha:D;Positive
D&R'a gel, kitaplığına bahar gelsin. #bahar #indirimi https://t.co/wHSqaPdA39;Positive
RT @oz_zekeriya: Ailenin mutluluk ve dirayeti takdire şayan. Kahrında hoş lütfunda hoş der gibiler. Allah bahtını açık etsin. http://t.co/O…;Positive
tikky kızlar için mimiksiz selfie çekip altına 'Bahar geldiğinde mi ben böyle olurum yoksa böyle olduğumda mi gelir bahar' yazma vakti.;Negative
bu filmin dramı çok güzeldi yeri geldiğinde güldürüp yeri geldiğinde üzünlendiren güzel bir yapım;Positive
Numaranı Turkcell'e taşımanın tam zamanı! 20 TL yükle aylık her yöne 250 dakika bedava konuşma kazaniyorsun :) duyduk duymadik demeyin :D;Positive
50tl yakıt alıyoruz 50dakika kazanmak için şifre yolluyoruz. Sonra mesaj geliyor arama yapıyoruz kontör gidiyor nerde kazanılan dk;Negative
3-4 gün önce kontör yükledim turkcell ogünden beri 25tane mesaj attı !!!!111!!1!1!!!!;Negative
Kardeşle muhabbet #gece #cuma #sohbet #kardeş #yusuf 👍;Positive
en iyisi ben yarın turkcell e gidiyim =);Positive
#turkcell 32.000.000 adamı memnun etmek kolay değil biliyorum ama, şu bizim Yaşamkent'teki baz istasyonlarını bi halletseniz şık olmaz mı?;Negative
RT @kemalsimsek: Halen Silivri cezaevinde tutuklu bulunan Selman Yuyucu'nun bir kızı Dünya'ya gelmiştir. Allah ana-babalı büyütsün inş.;Positive
@fatihportakal #yetmiyor yazmak #yetmiyor ne yapalım biz http://t.co/1vHQ2sWYou;Negative
RT @krtklc: #ütopya murat:gece taksicilik yapiodum bi sarhos bindi arabaya dolandirdim durdum bi topar parasini aldim o gece👎;Negative
CemreBurak Ağız şapırdatarak yemek yiyenlerin ağzına kaşık sokasım geliyor.;Negative
yıllardır seni severek kullanıyorum bana bi 50tl kıyak geçsene ya;Positive
İstanbul'da lale zamanı 🌷 #bahar #lale #gulhane #istanbul #tulips #flowers #spring #colorful @… https://t.co/pjCTckaonS;Positive
sinir krizi geçirmek için güzel bi gece;Negative
RT @kalpsizkelebek: Ve sen çocuk, adam olmanın nasıl bir duygu hissettirdiğini asla öğrenemeyeceksin.;Negative
kalan sms:1980 bitiş tarihi:8ocak - OÇ SUN TURKCELL;Negative
çok iyi tşk.turkcell;Positive
Yine gece oldu yine kaldık yalnız başımıza. Gelde çı k işin içinden yani olmuyor, olmuyor istesemde.;Negative
4 cekermis! Kactir kesiliyor konusmanin ortasinda! Yalan dolan reklam yapacaginiza azcik yatirim yapin..;Negative
@veliagbaba nisanda öğretmene atama olsun. Gonuller mutluluk dolsun;Positive
RT @seveceksiniz: Yok aşkm en çok seni seviyorum. senden önceki 70 kişi hevesti tek gerçek sensin hiç ayrılmıcaz. bir kezban ilişki durumu;Negative
30Liraya 62TL yukleyen turkcell tesekkurler :D;Positive
#yeniyildanistegim paylaşmayı bilen bir Dünya... çünkü hayat paylaşınca güzel :);Positive
Bir insanın yeter ki kalbi büyük olsun inanın başka hiçbirşeye ihtiyacı yok;Positive
Artık nefes alsan dalga geçecek bir nesil yetişiyor;Negative
öztürkcell e geçmenin vakti geldide geçiyor :));Positive
RT @KahveVe: Haramda mutluluk ararsan,mutluluk sana haram olur...;Negative
https://t.co/8qJCxWiY72 gece gece canım şarkı çekerse 🎶 🎶 ve bağırarak söylemek istersem..kulaklığı takar dinlerim 😕👊;Positive
Burda da Turkcell olaydi iyiydi.;Positive
mutluluk iştee yaa duruyor duruyor böyle mutlu ediyorrr ☺️;Positive
#turkcell bana kıyak geçmiş sms paketim seneye kadar uzatmış darlingler :D;Positive
İyi Geceler... http://t.co/PUWDmCe2A0;Positive
Hem şarkıyı dinleyip hem de sözlerini eleştirmende mütiş ekşın gece gece 😏;Negative
En kısa zamanda turkcell den bosanıcam;Negative
Mutluluk gözyaşları nedir ben onu bu gece doya doya tattım biriciğiim :))))) 💞💞💞💞;Positive
Çirkin şansı diye birşey yok arkadaşlar, kendimden biliyorum.;Negative
@no1wantstohearu güzel yemek yapan hain arkadaşınıza komplo kurmadan önce bol bol yemeğini yiyin bu da bir atasözümdür;Negative
İş biter bir kahve iyi gider 😉 (@ Kahve Durağı Alsancak) https://t.co/KRq4jZHTe9;Positive
RT @action__man: Papatya kesinlikle dünyanın en güzel çiçeği. Hiçbir şey beklemeden, sadece baharı müjdelemek için açıyor, fantastik http:/…;Positive
bahar çarptı beni lan;Negative
bizim bahar şenliklerine iggy azalea falan gelecek diyolar aq ahsdhashdhasfhhasd inanmayın kardeşim böyle şeylere LoL;Negative
Gözlerine bakınca kendimi görmekten daha büyük bi mutluluk olamazdı sanırım;Positive
Abim kendine bi yemek masasi hazirladi sanarsin yillardir yemek yemiyor aq genetik abi bu istah;Negative
ŞAİBE,ŞİKE,FENERBAHÇE #3kelimeyle2011;Negative
RT @nediyorbaksana: mutluluk deyince aklıma hiçbir şey gelmiyor.;Negative
@5sekerlicola çocuğun emo olurda klavyesinde q w tuşları bozulur bunalıma girer umarım. Gece gece günah lan can bu da.;Negative
bu film kimsenin görmek istemediği şeyleri gösterdi belkide gözlerini sımsıkı yumanlara.;Positive
Yorumları okuduğumda gitmemeye karar vermiştim. Arkadaşım gitmek isteyince kıramadım. Sonuçta hep beraber sıkıldık. Tavsiye etmiyorum.;Negative
Bırak sevgiliyi yemek yemeye bile zaman ayıramıyorum çok yoğun bu aralar.;Negative
OH BE!! Cok mutluyum :) 150 dakıkam ve 5300 sms verdi turkcell :);Positive
Filmin başı çok güzel ama ortalara doğru sıkıyor gereğinden fazla uzamış o kısım ya da doldurulamamış.;Negative
uyuyamadim amk ne sıkıcı bi gece;Negative
#turkcell bilgi mesajları bokunu çıkardı ama gece gecede bu kadar yüklenilmez ki...;Negative
#Turkcell her ay gelen yuksek otesi faturalarımla beni şaşırtmaya devam ediyor.;Negative
Gece gece sıkıldım aq;Negative
superonline her şekilde daha hızlı ve kullanışlıdır ttnet'e göre :);Positive
#Turkcell biraz bir seyler yap Twitter'in Facebook'tan eksigi ne? Onun niye 0'ı m'i yok. Yazik bence.;Negative
gölgesinde huzur bulmak derler ya baba öyle arkadas öyle..;Positive
Her gece aynı rüyadan uyanmaktan ben usandım;Negative
En yuksek ortalamali 3g hizi bile onlardayken turkcell cekmeyen yerde vodafone cekerken hala turkcell kullanmak hangi kafa anlamiyorum:);Negative
Gök mavi güneş sarı derken Outdoor eğitimine günler kala :)))))) mis gibi bahar kokuyor http://t.co/kcIeBrBlS7;Positive
bu gece yine bütün evreni ateşe veresim var;Negative
Baharım <3 ... Yenekli öğrencim <3 https://t.co/Mob81LECyC;Positive
Gece 2 de eve gelip tost yapmak...;Positive
Hep bir şeyler eksik oluyor insanın hayatında. Hiçbir zaman tamamlanmayan şeyler.;Negative
Kamil Koç bi kampanya yapmış aç Turkcell ile beraber tam bir saçmalık.vay efenim yüzde 10 koltukta geçerli,yolkartsız kullanılamıyo bu ne ya;Negative
önce beni araması gerkiyormuş :D bunu TİM'de söylediler. gülsem mi ağlasam mı ne biçim hizmet anlayışı ??? ekimden beri...;Negative
Şunların tatlılığına bakarmısınız yemek sırası olmuşlar  http://t.co/WWEaQFauff;Positive
@sussanafayise Mutluluk çok uzaklarda zaten..;Negative
kontör yüklediğim anda bitiyo sikicem ha napıyo bu turkcell;Negative
eğer gelmemişse bile, ben turcell superonline'ı kesinlikle öneririm..;Positive
Sahanin Turkcell reklamlari gercekten cok komik.;Positive
Yine güzeliz, yine çiçek, yine bahar... 😊📚😍🌸🍀;Positive
#TURKCELL seni de ben boykot edicem.;Negative
Her gece ki gibi bu gecede sancak;Negative
RT @AlaattinCAGIL: İlgisizlik bir insanı kaybetmeyi göze almanın en birinci yolu.;Negative
Bir yazar olarak senaryoyu nasıl bu kadar zayıf yazmış anlayamadım. Konu sevilir veya sevilmez ama en azından tutarlı olur;Negative
Sen bana gelirsen bahar gibi gelirsin :)) http://t.co/GirzP4EUAz;Positive
Karnımın acıkması bu saatte yemek yemem için büyük bi neden bence kilo da almadığıma göre düşmanlarım çatlasın ahahay 😏😎;Positive
mutluluk bile acı veriyor çünkü sonu var biliyorum.;Negative
#HandeYener süperdin. #VolgaTamoz 'de öyle. Bu akşam yalıpark yıkıldi. En güzel gece ❤;Positive
RT @Yasins69: Gece gece uyunur mu malmısınız siz.;Negative
mutluluk bize spam atmış;Negative
Bu yatak bu kadar huzur vermeyi nerden öğrendi;Positive
@uyuyanguzeel bu gece gözüme çok batıyosun :f;Negative
Şeyma'nın attığı twitlere bakıp bakıp gülmek var bir de 😊;Positive
Yoruldu kadın. Güçlü olmaya çalışmaktan. Her gece unutmaya çalışmaktan Her sabah hatırlamaktan, yoruldu.;Negative
Seni unuttuğumu mu sandın :D Bu gece de sana sövüyorum Allahsız;Negative
Bugün kırlangıçlarda geldi tam bahar oldu.. http://t.co/Dk5GpA6Ipb;Positive
RT @sude_goki: Kare kare @gokhankeser ,kare kare mutluluk🙈😂😎😘 #GKFC http://t.co/S8krLfRRPZ;Positive
RT @KasimKartal: Benim çabalarım #yetmiyor Devletin artık el uzatması şart durum çok vahim @fatihportakal;Negative
evlere kadar ulaştırmak için çabalıyoruz. Bu hizmeti kimse veremedi. Biz veriyoruz. Herkese fiber :);Positive
#BirazYiyecek biraz değil tam hazırlayın, temiz kaplarda yenebilecek şekilde su da hazırlayın,ölmezsiniz korkmayın,hayat paylaşınca güzel.;Positive
RT @orospunuz23: Ben bu gece böyle sikicilerim 😘 - Dilara http://t.co/5Lf1Tu6yzn;Negative
fiber superonline diyorum başka da birşey demiyorum..daha hiç kazığını yemedim :);Positive
Mutluluk rakı kadehindeki son damlaydı. İçtik ve bitti.;Negative
yeni yıl reklamı bir harika !!;Positive
Çok basit bir maile bile dönüş yaparak tüm sorularıma cevap veren Superonline müşteri hizmetlerini kutluyorum. #supersinsuperonline;Positive
RT @JeansBiri: 5 milyarlık Sarayından, 1 milyarlık uçağına binip, 3000 koruma ile 7 tur atarak günahlarının silineceğini zanneden bir Hırsı…;Negative
İki gündür aynı saatte telefonumun bağlantısı komple gidiyor vs...Sıkıntı oluyor.Canımı sıkma turkcell!Şuanda 3G yok meselâ!;Negative
Eğer hattınız turkcell ise yalnız değilsiniz demektir. Yoksa hergün düzenli olarak kim mesaj gönderir.;Negative
Ruh hastası psikopat gece gece sinirlerimi zıplattı yine..;Negative
RT @ilberreis: 3 üniversite bitirmemiş insanları musallat ettik ömrümüze..;Negative
RT @meadlow: @ArifHur Yine Sensiz adlı ilk albümünün en güzel şarkılarından Tarkan'ın en iyi albümü bu bence,teşekkürler gece gece anımsatt…;Positive
Her sabah lenslerimi takmak ve her gece lenslerimi çıkarmak bana acı veriyor;Negative
bu yabancı yemek kanallarında ne kafası yaşıyorlar.. Tarantula yenir mi ya ..;Negative
RT @halilsezaip: Uzun zamandır bu kadar sevinmemiştim bir şeye 👯 Ankara da buldum.80 lerde çocuk olan herkes bilir 💚… https://t.co/2Zf2Xn8D…;Positive
#BeyazShow mutluluk kaynagi;Positive
Bahar gelmis hoş gelmiş http://t.co/oGShc1nXHA;Positive
@Cimbomiye Ahahaha :D gece gece kahkahaa attım;Positive
Gece çalan telefonları hiç sevmem;Negative
kabiliyet yoksunusun;Negative
yok ya iyi turkcell alistim;Positive
yeni yıl kutlama msg'ını aldım. Teşekkürler.. Hayat paylaşınca güzel lala la la laaa;Positive
#vodafone #turkcell - SMS paketi alıp her ay, atmadığım sms'lerin parasını ödemek istemiyorum.;Negative
yine mi turkcell reklamı :D;Negative
En sonunda!!! Artik burda da Turkcell hattim calisiyooorrrr!!! :));Positive
Bir aydır istisnasız gece acıkıyorum yemek yiyorum biri daha bana gelip '' kilo al bencaa yaa'' derse onuda yicem.;Negative
#Turkcell in Hayat Paylasinca Guzel reklami emotional selling olayini fazla abartmis!Bilincaltina calismasi gerekirken,kor goze parmak sokms;Negative
RT @bilemezdimki: Daha ne kadar beceremiyormuş gibi gülümseyeceğim? Geçti diyen bir ses de istemiyorum.;Negative
#3kelimeyle2011 şamata gırgır eğlence :D;Positive
evet o.c tcell 10 aydir bole!;Negative
"müşterilerinizi cekim gücünüz gibi kaybedeceksiniz... #turkcellcekimgucu"" #FF";Negative
özetle bu akşamımı rezil eden VODAFONE dan artık nefret ediyorum. Turkcell de kazık mazık ama hakkaten kaliteli. donmek gerekiyor;Negative
İlkbahar ne güzelsin sen ... #kayisiagaci #bahce #bahar #Yenifoca #Foça @ Orkide's Summer House https://t.co/FO7SJwy4fY;Positive
Ne güzel bir cumartesi evde mal gibi oturuyorum;Negative
belki bi gece aynı yıldıza bakar ağlarız,;Negative
Filmin son sahneleri beni çok etkiledi film bittikten sonra 5 dk. koltuğunuzdan kalkamıyorsunuz.;Positive
Her gece uyumadan birkaç sayfa Mesnevi..📖Kelimelerin sihrinde kaybolmakKalem🎆Güzel ve huzurlu uyku..😴Herkese iyi geceler😊 http://t.co/5vq9kgN4q7;Positive
@ArifHur Yine Sensiz adlı ilk albümünün en güzel şarkılarından Tarkan'ın en iyi albümü bu bence,teşekkürler gece gece anımsattın iyi oldu :);Positive
Bir dediğin diğeriyle tutmuyor gelmişsin bana dürüstlükten bahsediyorsun. Yat zıbar allah aşkına gece gece güldürdün;Negative
Mutluluk hep bizimle olsun 🙏;Positive
4 dakkalik bi sarkiyi en az 30 gunde ceker diyorum ben;Negative
#canlar #iş #yazıisleri #mutluluk😍😍;Positive
RT @YusufDarcan: Sponsor bulamadım demiyorda, bu gece home diyo, hee oldu amk😂😂😂;Negative
RT @Sonmeyecek: @tubaeftelya Yolunuz düşerse ben de sizi görmekten mutluluk duyarım :);Positive
Ve hayat dile gelir Nah sana mutluluk.;Negative
#3kelimeyle2011 Benim kelimelerim: Nisantasinda Turkcell Cekmiyor!!!!;Negative
RT @delllavita: Sevgi yok zorbalık var insanlık yok faşistlik var mutluluk yok acı var. İşte devlet işte polis işte Türkiye bir cehennem #S…;Negative
özlemişim çok iyi geldi.Teşekkürler Graham Bell, teşekürler türkcell, teşekkürler can........;Positive
Gece yemek yemek zararlı olsaydı buzdolabının içinde ışık olmazdı.;Positive
Gece yenen abur cubur tatlı tuzlu meyve karmasının yan etkileri sabah tuvaletten çıkamayıp artık ayakların uyuşması küçük çaplı felç 😒;Negative
Birileri eline telefonu aldığında ilk sizi arıyorsa ne mutlu size. Mutluluk sevdiklerinizle paylaşılır , acılar en sevdiklerinizle Kaldırılmış el;Positive
Hep mutluluk mutluluk!! ) http://t.co/pr0x7c35UF;Positive
RT @1926_babacan: #yetmiyor mu 170 bin kişinin Cezaevinde olması demekki #yetmiyor @fatihportakal !!!!;Negative
cay bu gece acaip keyifli geldi. nedendir bilinmez;Positive
"RT: Turkcell'den müthiş kampanya: Siz hattınızı Turkcell'e geçirin, biz de size geçirelim.""";Negative
@zeynnnnnnnnnn insanın haddini bilmesi erdemdir. Ben de haddimi bilmeliyim artık, yok bir daha mutluluk filan.;Negative
Boyle basit bir dunyada sen benim icin cok ozelsin;Positive
