id;text;gold;hisnet_prediction;hisnet_positive_score;hisnet_negative_score;hisnet_correct;lexicon_coverage;sentiment_coverage;dependency_prediction;dependency_positive_score;dependency_negative_score;dependency_correct;prediction_changed;improved;degraded;changed_but_still_wrong;has_negation;has_modifier;has_contrast;has_suppression;scope_count;active_opinion_count;suppressed_count;opinions;targets;modifiers;negations;contrasts;operations;operation_list;has_negation_flip;has_suppression_operation;has_modifier_operation;has_contrast_operation;score_operation_group;operation_signature;positive_score_difference;negative_score_difference;score_changed
1279;Mutlaka izleyin demeyeceğim.;negative;negative;0.0;0.0208333333333333;True;0.6666666666666666;0.3333333333333333;positive;0.0208333333333333;0.0;False;True;False;True;False;True;True;False;False;1;1;0;"[""de""]";[];"[""mutlaka""]";"[""de""]";[];"[""negation_flip"", ""modifier_detected""]";['negation_flip', 'modifier_detected'];True;False;True;False;negation only;modifier_detected + negation_flip;0.0208333333333333;-0.0208333333333333;True
1311;yeri asla doldurulamaz bir film.;positive;positive;0.015625;0.0;True;0.8;0.2;negative;0.0;0.015625;False;True;False;True;False;True;False;False;False;1;1;0;"[""yer""]";[];[];"[""dol""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;-0.015625;0.015625;True
1323;hayatımda gördüğüm en güzel filmlerden bir tanesi adeta o zamanı yasıyorsunuz özellikle kıyafetler ve oyuncuların inanılmaz performansı beni çok etkiledi.;positive;positive;1.4545454545454546;1.0;True;0.95;0.15;negative;0.4545454545454545;2.0;False;True;False;True;False;True;True;False;False;3;3;0;"[""gör"", ""güzel"", ""inanılmaz""]";"[""film""]";"[""en""]";"[""inan""]";[];"[""modifier_detected"", ""negation_flip""]";['modifier_detected', 'negation_flip'];True;False;True;False;negation only;modifier_detected + negation_flip;-1.0;1.0;True
1344;film güzel ama 11 oscarli diğer bir film olan Ben Hur'un yanından bile geçemez.;positive;positive;0.4545454545454545;0.0;True;0.8571428571428571;0.0714285714285714;negative;0.0;0.4545454545454545;False;True;False;True;False;True;False;False;False;1;1;0;"[""güzel""]";"[""film""]";[];"[""geç""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;-0.4545454545454545;0.4545454545454545;True
1371;hiç oscarına güvenmeyin.;negative;negative;0.0;0.5;True;0.6666666666666666;0.3333333333333333;positive;0.5;0.0;False;True;False;True;False;True;False;False;False;1;1;0;"[""hiç""]";[];[];"[""güven""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.5;-0.5;True
1386;bu kadar büyük bir sevgi imkansız gibi geliyor bana.;positive;positive;1.0;0.25;True;0.8888888888888888;0.2222222222222222;negative;0.0;0.25;False;True;False;True;False;False;False;False;True;2;1;1;"[""sevgi"", ""imkansız""]";"[""sevgi""]";[];[];[];"[""suppressed_as_target""]";['suppressed_as_target'];False;True;False;False;suppression only;suppressed_as_target;-1.0;0.0;True
1466;Aldığı ödülleri sonuna kadar hak eden artık aşk mı desem bir tarihi filmi mi desem ne dersem diyim mutlaka izlenmesi gereken bir film.;positive;positive;1.775;0.3333333333333332;True;0.9130434782608696;0.3043478260869565;negative;0.025;0.3333333333333332;False;True;False;True;False;False;True;False;True;7;5;2;"[""al"", ""ödül"", ""son"", ""hak"", ""aşk"", ""de"", ""de""]";"[""ödül"", ""ödül"", ""aşk"", ""film""]";"[""son"", ""artık""]";[];[];"[""suppressed_as_target"", ""modifier_detected"", ""suppressed_as_target"", ""modifier_detected""]";['suppressed_as_target', 'modifier_detected', 'suppressed_as_target', 'modifier_detected'];False;True;True;False;suppression only;modifier_detected + suppressed_as_target;-1.75;0.0;True
1514;tıtanıc harıka bir fılm ilk izlediğimde aklımda kalmıştı çok etkilendim canım ne zaman sıkılsa oturup tıtanığı seyredıyorum muhtesem bır fılm dıyecek baska soz yok.;positive;positive;0.2222222222222222;0.2142857142857142;True;0.375;0.0833333333333333;negative;0.0;0.2142857142857142;False;True;False;True;False;False;False;False;True;2;1;1;"[""can"", ""yok""]";"[""can""]";[];[];[];"[""suppressed_as_target""]";['suppressed_as_target'];False;True;False;False;suppression only;suppressed_as_target;-0.2222222222222222;0.0;True
1522;baştan sona gözümü kırpmadan seyrettiğim ve sonundada gözerimin dolduğu ender filmlerden birisi.;positive;positive;0.75;0.2083333333333333;True;0.6666666666666666;0.25;negative;0.0;0.9583333333333334;False;True;False;True;False;True;False;False;False;3;3;0;"[""son"", ""gözüm"", ""biri""]";[];[];"[""kırp""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;-0.75;0.7500000000000001;True
1606;bir film bu kadar güzel olamaz yaa.;positive;positive;0.4545454545454545;0.0;True;0.8571428571428571;0.1428571428571428;negative;0.0;0.4545454545454545;False;True;False;True;False;True;False;False;False;1;1;0;"[""güzel""]";"[""film""]";[];"[""ol""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;-0.4545454545454545;0.4545454545454545;True
1617;gözyaşlarıma hakim olmadıım nadir fılmlerden bi tanesi.;positive;positive;0.09375;0.0;True;0.4285714285714285;0.1428571428571428;negative;0.0;0.09375;False;True;False;True;False;True;False;False;False;1;1;0;"[""hakim""]";[];[];"[""ol""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;-0.09375;0.09375;True
1626;bu film kadar güzel bir aşk romantik film yapılmadı.;positive;positive;1.4545454545454546;0.0;True;0.8888888888888888;0.2222222222222222;negative;0.4545454545454545;1.0;False;True;False;True;False;True;False;False;False;2;2;0;"[""güzel"", ""aşk""]";"[""aşk"", ""film""]";[];"[""yap""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;-1.0;1.0;True
1631;arkadaşlar bence bu film 10 değil 110 u hakettmiyormu bi daha böyle film gelmez;positive;positive;0.5;0.0;True;0.7857142857142857;0.0714285714285714;negative;0.0;0.5;False;True;False;True;False;True;False;False;False;1;1;0;"[""arkadaş""]";[];[];"[""haket""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;-0.5;0.5;True
1644;Çoğu aşığın yapamayacağı kadar fedakarlık dolu bir film.;positive;positive;1.0;0.0;True;0.875;0.125;negative;0.0;1.0;False;True;False;True;False;True;False;False;False;1;1;0;"[""fedakarlık""]";[];[];"[""yap""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;-1.0;1.0;True
1646;Öldüresiye bir güce sahip bir aşk ancak bu kadar güzel anlatılabilirdi.;positive;positive;1.4545454545454546;1.1041666666666667;True;0.9090909090909092;0.4545454545454545;negative;0.0625;1.496212121212121;False;True;False;True;False;True;False;True;True;5;4;1;"[""öldüresiye"", ""güç"", ""aşk"", ""ancak"", ""güzel""]";"[""sahip"", ""aşk"", ""aşk""]";[];"[""anlat"", ""anlat"", ""anlat""]";"[""ancak"", ""ancak"", ""ancak""]";"[""suppressed_as_target"", ""negation_flip"", ""contrast_detected"", ""negation_flip"", ""contrast_detected""]";['suppressed_as_target', 'negation_flip', 'contrast_detected', 'negation_flip', 'contrast_detected'];True;True;False;True;negation + suppression;contrast_detected + negation_flip + suppressed_as_target;-1.3920454545454546;0.39204545454545436;True
1702;abartmayın lütfen caprio var diye!;negative;negative;0.0;0.125;True;0.6;0.2;positive;0.125;0.0;False;True;False;True;False;True;False;False;False;1;1;0;"[""lütfen""]";[];[];"[""abar""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.125;-0.125;True
1710;süpppeerrrrr bii filmmdi benceeeeee çok beğenerek ve bi saniye bile gözümü ayırmadan izledim herkese tavsiye ederim bu o kdr gsl bi film ki yapıldığı 10 sene olmasına rağmen hala dillerden düşşmüyorr;positive;positive;0.875;0.5;True;0.5806451612903226;0.0967741935483871;negative;0.125;1.25;False;True;False;True;False;True;False;False;False;3;3;0;"[""gözüm"", ""tavsiye"", ""rağmen""]";"[""film""]";[];"[""ayır""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;-0.75;0.75;True
1715;işte gerçek aşk flimi yorum yazmaya gerek bile yok ama.;positive;positive;1.0833333333333333;0.3642857142857142;True;0.9;0.4;negative;0.0833333333333333;0.3642857142857142;False;True;False;True;False;False;False;False;True;4;3;1;"[""gerçek"", ""aşk"", ""yazma"", ""yok""]";"[""aşk"", ""yorum""]";[];[];[];"[""suppressed_as_target""]";['suppressed_as_target'];False;True;False;False;suppression only;suppressed_as_target;-1.0;0.0;True
1751;inanılmaz derecede güzel bir film;positive;positive;1.4545454545454546;0.0;True;1.0;0.4;negative;0.4545454545454545;1.0;False;True;False;True;False;True;False;False;False;2;2;0;"[""inanılmaz"", ""güzel""]";"[""film""]";[];"[""inan""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;-1.0;1.0;True
1771;böyle bi film kolay kolay gelmez bu ne kadar gerçekcilik 1997 yılının en iyi filmi tebrikler teşekkürler :);positive;positive;2.6527777777777777;0.0;True;0.7647058823529411;0.2941176470588235;negative;1.3194444444444444;1.3333333333333333;False;True;False;True;False;True;True;False;False;5;5;0;"[""kolay"", ""kolay"", ""iyi"", ""tebrik"", ""teşekkür""]";"[""film"", ""film"", ""film"", ""tebrik""]";"[""en""]";"[""gel"", ""gel""]";[];"[""negation_flip"", ""modifier_detected"", ""negation_flip""]";['negation_flip', 'modifier_detected', 'negation_flip'];True;False;True;False;negation only;modifier_detected + negation_flip;-1.3333333333333333;1.3333333333333333;True
1812;valla bende anlamadım filmi daha hiç seyretmedim ama bu kadar puan alması şaşırtıcı araştırıcam;negative;negative;0.25;0.6666666666666666;True;0.7142857142857143;0.2142857142857142;positive;0.75;0.1666666666666666;False;True;False;True;False;True;True;True;False;3;3;0;"[""hiç"", ""al"", ""şaşırtıcı""]";"[""film"", ""puan""]";"[""daha""]";"[""seyret""]";"[""ama"", ""ama""]";"[""negation_flip"", ""modifier_detected"", ""contrast_detected"", ""contrast_detected""]";['negation_flip', 'modifier_detected', 'contrast_detected', 'contrast_detected'];True;False;True;True;negation only;contrast_detected + modifier_detected + negation_flip;0.5;-0.5;True
1915;kitaptaki ortamı yansıtamamışlar.;negative;negative;0.0;0.0833333333333333;True;0.6666666666666666;0.3333333333333333;positive;0.0833333333333333;0.0;False;True;False;True;False;True;False;False;False;1;1;0;"[""ortam""]";[];[];"[""yansı""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.0833333333333333;-0.0833333333333333;True
1920;.oyuncular çok iyi ama bu filmde performansının tamamının sergileyememiş.;positive;positive;0.7777777777777778;0.0;True;0.8888888888888888;0.2222222222222222;negative;0.0;0.7777777777777778;False;True;False;True;False;True;True;True;False;2;2;0;"[""iyi"", ""tamam""]";"["".oyuncu""]";"[""çok""]";"[""sergile"", ""sergile""]";"[""ama""]";"[""negation_flip"", ""modifier_detected"", ""negation_flip"", ""contrast_detected""]";['negation_flip', 'modifier_detected', 'negation_flip', 'contrast_detected'];True;False;True;True;negation only;contrast_detected + modifier_detected + negation_flip;-0.7777777777777778;0.7777777777777778;True
1942;ama niyeyse val kilmer suanda hakettiği yerde değil maalesef.;negative;negative;0.015625;0.75;True;0.4444444444444444;0.2222222222222222;positive;0.765625;0.0;False;True;False;True;False;True;True;False;False;2;2;0;"[""yer"", ""maalesef""]";[];"[""niye""]";"[""haket"", ""değil"", ""değil""]";[];"[""modifier_detected"", ""negation_flip""]";['modifier_detected', 'negation_flip'];True;False;True;False;negation only;modifier_detected + negation_flip;0.75;-0.75;True
1960;inanılmaz keyif aldığım bir filmdi.;positive;positive;1.1785714285714286;0.1666666666666666;True;1.0;0.6;negative;0.0;1.1666666666666667;False;True;False;True;False;True;False;False;True;3;2;1;"[""inanılmaz"", ""keyif"", ""al""]";"[""keyif""]";[];"[""inan"", ""inan""]";[];"[""negation_flip"", ""suppressed_as_target""]";['negation_flip', 'suppressed_as_target'];True;True;False;False;negation + suppression;negation_flip + suppressed_as_target;-1.1785714285714286;1.0000000000000002;True
2154;Hikayenin de akıcılığı göz önüne alarak ben bu yapıma 10 puan üzerinden 8 puan veriyorum.;positive;positive;0.25;0.1875;True;0.9333333333333332;0.2;negative;0.0;0.1875;False;True;False;True;False;False;False;False;True;3;2;1;"[""de"", ""akıcılık"", ""al""]";"[""akıcılık""]";[];[];[];"[""suppressed_as_target""]";['suppressed_as_target'];False;True;False;False;suppression only;suppressed_as_target;-0.25;0.0;True
