id;text;gold;hisnet_prediction;hisnet_positive_score;hisnet_negative_score;hisnet_correct;lexicon_coverage;sentiment_coverage;dependency_prediction;dependency_positive_score;dependency_negative_score;dependency_correct;prediction_changed;improved;degraded;changed_but_still_wrong;has_negation;has_modifier;has_contrast;has_suppression;scope_count;active_opinion_count;suppressed_count;opinions;targets;modifiers;negations;contrasts;operations;operation_list;has_negation_flip;has_suppression_operation;has_modifier_operation;has_contrast_operation;score_operation_group;operation_signature;positive_score_difference;negative_score_difference;score_changed
322;Çok sürükleyici ve bol actionlı bir film tvde cıktıgında hiç kaçırmazdım bulabilirseniz filmi kesinlikle izleyin derim.;positive;negative;0.125;0.5208333333333334;False;0.6875;0.1875;positive;0.625;0.0208333333333333;True;True;True;False;False;True;False;False;False;3;3;0;"[""sürükleyici"", ""hiç"", ""de""]";[];[];"[""kaçır""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.5;-0.5000000000000001;True
338;Oliver Stonenun bazılarınca pek sevilmeyen ama bana göre başyapıtlarından biri.;positive;negative;0.125;0.3333333333333333;False;0.7;0.3;positive;0.3333333333333333;0.125;True;True;True;False;False;True;True;True;False;3;3;0;"[""pek"", ""sevilmeyen"", ""biri""]";"[""oliver"", ""oliver"", ""oliver""]";"[""pek""]";"[""sev"", ""sev"", ""sev""]";"[""ama""]";"[""negation_flip"", ""negation_flip"", ""modifier_detected"", ""negation_flip"", ""contrast_detected""]";['negation_flip', 'negation_flip', 'modifier_detected', 'negation_flip', 'contrast_detected'];True;False;True;True;negation only;contrast_detected + modifier_detected + negation_flip;0.20833333333333331;-0.20833333333333331;True
376;seyredilmemesi hata olacak filmlerden!;positive;negative;0.0;0.1666666666666666;False;0.75;0.25;positive;0.1666666666666666;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""hata""]";[];[];"[""seyret""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.1666666666666666;-0.1666666666666666;True
399;Oliver Stone'un çektiği zamanlarda ilgi görmemiş hatta en kötüler arasında gösterilmiş -bildiğim kadarıyla ahududuna aday olmuştu ya da almışta olabilir- daha sonra kıymeti bilinmiş ancak günümüzde unutulmaya yüz tutmuş bir film;positive;negative;0.0;0.8352272727272727;False;0.7096774193548387;0.0967741935483871;positive;0.75;0.0852272727272727;True;True;True;False;False;True;False;True;False;3;3;0;"[""görmemiş"", ""da"", ""ancak""]";[];[];"[""gör""]";"[""ancak""]";"[""negation_flip"", ""contrast_detected""]";['negation_flip', 'contrast_detected'];True;False;False;True;negation only;contrast_detected + negation_flip;0.75;-0.75;True
421;usta yönetmeni sean penn ve nick nolte de iyi oyunculuğuyla desteklemiş bu arada lopez'de oldukça iyi iş çıkarmış hiç sırıtmıyor filmde;positive;negative;1.3888888888888888;1.8541666666666663;False;0.6666666666666666;0.3333333333333333;positive;2.888888888888889;0.3541666666666666;True;True;True;False;False;True;True;False;False;7;7;0;"[""usta"", ""de"", ""iyi"", ""oyunculuk"", ""iyi"", ""çıkar"", ""hiç""]";"[""yönetmen"", ""oyunculuk"", ""sean"", ""iş"", ""iş""]";"[""oldukça""]";"[""sırı"", ""sırı""]";[];"[""modifier_detected"", ""negation_flip"", ""negation_flip""]";['modifier_detected', 'negation_flip', 'negation_flip'];True;False;True;False;negation only;modifier_detected + negation_flip;1.5;-1.4999999999999998;True
425;kaçırmayın izleyin derim.;positive;negative;0.0;0.0208333333333333;False;0.3333333333333333;0.3333333333333333;positive;0.0208333333333333;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""de""]";[];[];"[""kaçır""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.0208333333333333;-0.0208333333333333;True
448;kAÇIRMAYIN DERİM.;positive;negative;0.0;0.0208333333333333;False;0.5;0.5;positive;0.0208333333333333;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""de""]";[];[];"[""şarış""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.0208333333333333;-0.0208333333333333;True
502;Kötü diyemem ama izleseniz iyi olur.;positive;negative;0.6111111111111112;0.9208333333333334;False;0.8333333333333334;0.5;positive;1.5319444444444446;0.0;True;True;True;False;False;True;False;True;False;3;3;0;"[""kötü"", ""de"", ""iyi""]";[];[];"[""de"", ""de""]";"[""ama""]";"[""negation_flip"", ""negation_flip"", ""contrast_detected""]";['negation_flip', 'negation_flip', 'contrast_detected'];True;False;False;True;negation only;contrast_detected + negation_flip;0.9208333333333334;-0.9208333333333334;True
525;Sonuç olarak yine de ''Hiçbir Bond filmi kötü olmaz''.;positive;negative;0.0;0.9208333333333334;False;0.8888888888888888;0.2222222222222222;positive;0.9;0.0208333333333333;True;True;True;False;False;True;False;False;False;2;2;0;"[""de"", ""kötü""]";"[""film""]";[];"[""ol""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.9;-0.9000000000000001;True
537;yok ya böle film kaçmaz:D:D;positive;negative;0.0;0.2142857142857142;False;1.0;0.1428571428571428;positive;0.2142857142857142;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""yok""]";"[""film""]";[];"[""kaç""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.2142857142857142;-0.2142857142857142;True
548;Kate Winslet ve Leonardo DiCaprio'nun yıldızını parlatan Titanic sinemalarda yer aldığı dönemde inanılmaz bir ilgi görmüş hiç sinemaya gitmediğini bildiğim insanları peşinden sinemaya sürüklemiş bir filmdir.;positive;negative;1.015625;1.6666666666666667;False;0.6538461538461539;0.1923076923076923;positive;1.515625;1.1666666666666667;True;True;True;False;False;True;False;False;False;5;5;0;"[""yer"", ""al"", ""inanılmaz"", ""gör"", ""hiç""]";"[""ilgi""]";[];"[""inan"", ""git"", ""git""]";[];"[""negation_flip"", ""negation_flip"", ""negation_flip""]";['negation_flip', 'negation_flip', 'negation_flip'];True;False;False;False;negation only;negation_flip;0.5;-0.5;True
633;james cameron ın bu derece şöhret sahibi olmasına yaraması dışında bir insanda tüm duyguları uyandıran içine hiç çıkmayacak şekilde işleyen ölene kadar unutamaycağınız ve belkide seyrederken en katımızın bile ağlayabileceği sahnelerle dolu bir başyapıt.;positive;negative;0.25;1.1428571428571428;False;0.7352941176470589;0.1176470588235294;positive;0.8928571428571428;0.5;True;True;True;False;False;True;True;False;False;4;4;0;"[""yara"", ""tüm"", ""hiç"", ""katı""]";"[""james""]";"[""en""]";"[""çık"", ""ağla""]";[];"[""negation_flip"", ""negation_flip"", ""modifier_detected""]";['negation_flip', 'negation_flip', 'modifier_detected'];True;False;True;False;negation only;modifier_detected + negation_flip;0.6428571428571428;-0.6428571428571428;True
697;Ama aynı şeyi hiç kimse Titanik için yapmıyor.;positive;negative;0.0;0.5;False;0.75;0.125;positive;0.5;0.0;True;True;True;False;False;True;False;True;False;1;1;0;"[""hiç""]";"[""kimse""]";[];"[""yap""]";"[""ama""]";"[""negation_flip"", ""contrast_detected""]";['negation_flip', 'contrast_detected'];True;False;False;True;negation only;contrast_detected + negation_flip;0.5;-0.5;True
851;Hayat boyu hiç bıkmadan izlenebilecek ve hep etkileyecek bir şaheser.;positive;neutral;0.5;0.5;False;0.7;0.2;positive;1.0;0.0;True;True;True;False;False;True;False;False;False;2;2;0;"[""hiç"", ""şaheser""]";"[""boy""]";[];"[""bık""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.5;-0.5;True
857;Film gusel ama sonu ne kadarda sacma sapan bıttı bole gusel bı fılme yakısmadı sonu hemde ıkısı aynı anda bınebılırdı o tahtaya!:(;neutral;negative;0.0;0.25;False;0.5454545454545454;0.0909090909090909;neutral;0.125;0.125;True;True;True;False;False;True;False;True;False;2;2;0;"[""son"", ""son""]";"[""fılme""]";[];"[""yakıs""]";"[""ama""]";"[""contrast_detected"", ""negation_flip""]";['contrast_detected', 'negation_flip'];True;False;False;True;negation only;contrast_detected + negation_flip;0.125;-0.125;True
860;defalarca izlediğim hiç bıkmıycam bir film zaman;positive;negative;0.0;0.5;False;0.7142857142857143;0.1428571428571428;positive;0.5;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""hiç""]";"[""film""]";[];"[""bık""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.5;-0.5;True
921;hala izliyorum kaçıncı izleyişim hiç sayamadm.;positive;negative;0.0;0.5;False;0.5;0.1666666666666666;positive;0.5;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""hiç""]";[];[];"[""say""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.5;-0.5;True
971;Ben titanikten başka bir filme böyle ağladığımı hatırlamıyorum gene olsa gene seyrederim asla ve hiç bıkmam bu filmi izlemeyen varsa(ki olduğunu zannetmiyorum) mutkala izlesin.;positive;negative;0.0;0.5;False;0.64;0.04;positive;0.5;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""hiç""]";[];[];"[""bık""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.5;-0.5;True
1066;..listemde 1 numaradır yeri sarsılmaz .;positive;negative;0.015625;0.125;False;0.8;0.4;positive;0.125;0.0;True;True;True;False;False;True;False;False;True;2;1;1;"[""numara"", ""yer""]";"[""yer""]";[];"[""sarsıl"", ""sarsıl""]";[];"[""negation_flip"", ""suppressed_as_target""]";['negation_flip', 'suppressed_as_target'];True;True;False;False;negation + suppression;negation_flip + suppressed_as_target;0.109375;-0.125;True
1068;film öylesine gerçekçi yapilmış ki film bittikten sonra kendimi o zamandan alamadım.;positive;negative;0.0;0.1666666666666666;False;0.8333333333333334;0.0833333333333333;positive;0.1666666666666666;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""al""]";"[""kendi""]";[];"[""al""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.1666666666666666;-0.1666666666666666;True
1092;titanik yüzyılın filmi bu kadar güzel bir filmi hayatımda görmedim.;positive;negative;0.4545454545454545;1.0;False;0.9;0.2;positive;1.4545454545454546;0.0;True;True;True;False;False;True;False;False;False;2;2;0;"[""güzel"", ""gör""]";"[""film"", ""film""]";[];"[""gör""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;1.0;-1.0;True
1095;bu kadar çocukca bir film hayatımda görmedim çok kro kültüre sahip;positive;negative;0.0;1.0;False;0.8181818181818182;0.0909090909090909;positive;1.0;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""gör""]";[];[];"[""gör""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;1.0;-1.0;True
1124;izlemekten hiç bıkmadığım bir film.;positive;negative;0.0;0.5;False;0.6;0.2;positive;0.5;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""hiç""]";[];[];"[""bık""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.5;-0.5;True
1125;eğer beğenmeyen varsa hiçbirşeyen anlamıyor demektir;positive;negative;0.0;0.0208333333333333;False;0.5;0.1666666666666666;positive;0.0208333333333333;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""de""]";[];[];"[""anla""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.0208333333333333;-0.0208333333333333;True
1160;.izlemeden ölemeyin derim ben çok şey kaçırmış olursunuz.;positive;negative;0.0;0.0208333333333333;False;0.75;0.125;positive;0.0208333333333333;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""de""]";[];[];"[""öl""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.0208333333333333;-0.0208333333333333;True
1209;Hayatımda böylesine güzel bir film görmedim.;positive;negative;0.4545454545454545;1.0;False;1.0;0.3333333333333333;positive;1.4545454545454546;0.0;True;True;True;False;False;True;True;False;False;2;2;0;"[""güzel"", ""gör""]";"[""film"", ""film""]";"[""böylesine""]";"[""gör""]";[];"[""modifier_detected"", ""negation_flip""]";['modifier_detected', 'negation_flip'];True;False;True;False;negation only;modifier_detected + negation_flip;1.0;-1.0;True
1272;.belki 30 kez izledim ama yinede daha filmin ilk sahnesinde başlıyorum ağlamaya ve sanki ilk defa izliyomuşum gibi filmin sonuda onların birleşmelerini istiyorum.;positive;negative;0.0;0.75;False;0.7391304347826086;0.0434782608695652;positive;0.75;0.0;True;True;True;False;False;True;False;True;False;1;1;0;"[""ağlama""]";[];[];"[""ağla""]";"[""ama""]";"[""negation_flip"", ""contrast_detected""]";['negation_flip', 'contrast_detected'];True;False;False;True;negation only;contrast_detected + negation_flip;0.75;-0.75;True
1280;Çünkü zaten izlemeyen yoktur.;positive;negative;0.0;0.2142857142857142;False;0.75;0.25;positive;0.2142857142857142;0.0;True;True;True;False;False;True;True;False;False;1;1;0;"[""yok""]";[];"[""zaten""]";"[""izle""]";[];"[""negation_flip"", ""modifier_detected""]";['negation_flip', 'modifier_detected'];True;False;True;False;negation only;modifier_detected + negation_flip;0.2142857142857142;-0.2142857142857142;True
1333;şu filmi beğenmeyen de çıkarsa ben ne diyeyim artık!;positive;negative;0.0;1.0416666666666663;False;0.8888888888888888;0.3333333333333333;positive;1.0208333333333333;0.0208333333333333;True;True;True;False;False;True;True;False;False;3;3;0;"[""de"", ""çıkar"", ""de""]";"[""film"", ""ben"", ""ben""]";"[""artık""]";"[""beğen"", ""beğen""]";[];"[""negation_flip"", ""negation_flip"", ""modifier_detected""]";['negation_flip', 'negation_flip', 'modifier_detected'];True;False;True;False;negation only;modifier_detected + negation_flip;1.0208333333333333;-1.020833333333333;True
1347;2. serinin fragmanlarını gördüm ilki kadar heyecanlı gözükmüyor konudan biraz sapılmış sanırım ama yinede merakla bekliyorum.;positive;negative;0.0;1.4583333333333333;False;0.8125;0.1875;positive;1.0833333333333333;0.375;True;True;True;False;False;True;False;True;False;3;3;0;"[""gör"", ""heyecanlı"", ""merak""]";"[""fragman""]";[];"[""gözük"", ""gözük""]";"[""ama""]";"[""negation_flip"", ""negation_flip"", ""contrast_detected""]";['negation_flip', 'negation_flip', 'contrast_detected'];True;False;False;True;negation only;contrast_detected + negation_flip;1.0833333333333333;-1.0833333333333333;True
1384;Bu filmi izleyin demeyeceğim çünkü izlediğinizi biliyorum!;positive;negative;0.0;0.0208333333333333;False;0.5714285714285714;0.1428571428571428;positive;0.0208333333333333;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""de""]";[];[];"[""de""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.0208333333333333;-0.0208333333333333;True
1419;Filmi bu kadar seviyoruz ama puanı 9.1 yazık çok yazık doğrusu bence 9.5 den aşağı olmamalı Yüzüklerin Efendisi gibi hiçbir zaman gerçek olmayacak şeyleri işleyen filme 9.6 veriliyor yaşanmış gerçek bir olayı işleyen bu filme 9.1 yazık gerçekten de.;positive;negative;1.4166666666666663;2.3541666666666665;False;0.9069767441860463;0.2325581395348837;positive;2.145833333333333;1.625;True;True;True;False;False;True;True;True;False;10;10;0;"[""yazık"", ""yazık"", ""doğru"", ""de"", ""aşağı"", ""gerçek"", ""yaşa"", ""gerçek"", ""yazık"", ""de""]";"[""puan"", ""puan"", ""puan"", ""olay""]";"[""çok"", ""doğru"", ""gerçekten""]";"[""ol"", ""ol"", ""ol""]";"[""ama"", ""ama"", ""ama""]";"[""contrast_detected"", ""negation_flip"", ""modifier_detected"", ""contrast_detected"", ""contrast_detected"", ""negation_flip"", ""negation_flip""]";['contrast_detected', 'negation_flip', 'modifier_detected', 'contrast_detected', 'contrast_detected', 'negation_flip', 'negation_flip'];True;False;True;True;negation only;contrast_detected + modifier_detected + negation_flip;0.7291666666666667;-0.7291666666666665;True
1460;ya bir filmde hic mi kusur olmaz ya.;positive;negative;0.0;0.625;False;0.875;0.125;positive;0.625;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""kusur""]";[];[];"[""ol""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.625;-0.625;True
1490;Ama romantik filmleri pek sevmediğimden 10 puan vermem.;negative;positive;0.125;0.0;False;0.75;0.125;negative;0.0;0.125;True;True;True;False;False;True;False;False;False;1;1;0;"[""pek""]";"[""film""]";[];"[""sev""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;-0.125;0.125;True
1502;. üzerinden ne kadar zaman geçse de eskimeyecek ve unutulmayacak film.;positive;negative;0.0;0.1875;False;0.9;0.2;positive;0.1666666666666666;0.0208333333333333;True;True;True;False;False;True;False;False;False;2;2;0;"[""de"", ""eski""]";"[""zaman""]";[];"[""eskir""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.1666666666666666;-0.16666666666666669;True
1515;bu filme ben 4 sene boyunca aşıığıydım ama bir gün bi kanalda titanic bi kanalda rocky vardı rocky i izledim pişmanda olmadım titanicten soğudum ama rocky aşığı oldum srtık;positive;negative;0.0;1.0;False;0.6206896551724138;0.0344827586206896;positive;1.0;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""pişman""]";[];[];"[""ol""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;1.0;-1.0;True
1525;Hayatımda belki onbinlerce film izlemişimdir ama aradan geçen bunca zamana kadar hiç sıkılmadan seyrettiğim hala ilk günkü kadar zevk aldığım her sahneyi büyük bir heyecanla izlediğim ilk ve sanırım da son film olacak.;positive;negative;0.5;0.8143939393939393;False;0.8787878787878788;0.1515151515151515;positive;0.5;0.3143939393939394;True;True;True;False;False;True;True;False;True;5;4;1;"[""hiç"", ""zevk"", ""al"", ""da"", ""son""]";"[""zevk"", ""film""]";"[""hala""]";"[""sıkıl""]";[];"[""negation_flip"", ""suppressed_as_target""]";['negation_flip', 'suppressed_as_target'];True;True;False;False;negation + suppression;negation_flip + suppressed_as_target;0.0;-0.49999999999999994;True
1559;bu filimi hiç unutmayacaım .;positive;negative;0.0;0.5;False;0.75;0.25;positive;0.5;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""hiç""]";"[""fil""]";[];"[""unut""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.5;-0.5;True
1561;keşke ölmeseydi jack en sonunda onu hatırlayınca çok üzülüyorum ve kendimi geminin içinde hissediyorum;neutral;negative;0.0;0.25;False;0.7857142857142857;0.0714285714285714;neutral;0.0;0.0;True;True;True;False;False;False;False;False;False;0;0;0;[];[];[];[];[];[];[];False;False;False;False;no score-changing operation;none;0.0;-0.25;True
1616;izle izle insan hiç sıklımıyor ne diyebirimki gerçekten hLL olsun;positive;negative;0.0;0.5;False;0.7;0.1;positive;0.5;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""hiç""]";"[""insan""]";[];"[""sıkla""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.5;-0.5;True
1624;sakın kaçırmayın.;positive;negative;0.0;0.5;False;0.5;0.5;positive;0.5;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""sakın""]";[];[];"[""kaçır""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.5;-0.5;True
1642;Böylesini daha önce görmedim.;positive;negative;0.0;1.0;False;1.0;0.25;positive;1.0;0.0;True;True;True;False;False;True;True;False;False;1;1;0;"[""gör""]";"[""böylesi""]";"[""önce""]";"[""gör""]";[];"[""negation_flip"", ""modifier_detected""]";['negation_flip', 'modifier_detected'];True;False;True;False;negation only;modifier_detected + negation_flip;1.0;-1.0;True
1669;Bu film izlemeyen yoktur ama izlemeyen mutlaka izlemeli.;positive;negative;0.0;0.2142857142857142;False;0.75;0.125;positive;0.2142857142857142;0.0;True;True;True;False;False;True;False;False;False;1;1;0;"[""yok""]";[];[];"[""izle""]";[];"[""negation_flip""]";['negation_flip'];True;False;False;False;negation only;negation_flip;0.2142857142857142;-0.2142857142857142;True
1674;şimdiye kadar kim bilir kaç kere izlemişimdir ama yine de görünce dayanamaz izlerim.;positive;negative;0.0;1.0208333333333333;False;0.6923076923076923;0.1538461538461538;positive;1.0;0.0208333333333333;True;True;True;False;False;True;True;False;False;2;2;0;"[""de"", ""gör""]";[];"[""yine""]";"[""dayan""]";[];"[""negation_flip"", ""modifier_detected""]";['negation_flip', 'modifier_detected'];True;False;True;False;negation only;modifier_detected + negation_flip;1.0;-1.0;True
1676;hiç eskimeyen bi klasik bence;positive;negative;0.0;0.6666666666666666;False;0.8;0.4;positive;0.6666666666666666;0.0;True;True;True;False;False;True;True;False;False;2;2;0;"[""hiç"", ""eski""]";[];"[""hiç""]";"[""eskir"", ""eskir""]";[];"[""negation_flip"", ""negation_flip"", ""modifier_detected""]";['negation_flip', 'negation_flip', 'modifier_detected'];True;False;True;False;negation only;modifier_detected + negation_flip;0.6666666666666666;-0.6666666666666666;True
1686;..gerçektende bir başyapıt önüne geçen bir film olur mu onu bilemem ama benim düşüncem olmayacağı yönünde hani olursa da fena olmaz ama:);positive;negative;0.0;0.731060606060606;False;0.9090909090909092;0.1363636363636363;positive;0.7083333333333333;0.0227272727272727;True;True;True;False;False;True;False;True;False;3;3;0;"[""düşünce"", ""da"", ""fena""]";"[""ben""]";[];"[""ol"", ""ol""]";"[""ama""]";"[""negation_flip"", ""negation_flip"", ""contrast_detected""]";['negation_flip', 'negation_flip', 'contrast_detected'];True;False;False;True;negation only;contrast_detected + negation_flip;0.7083333333333333;-0.7083333333333333;True
